20
        0,135574	        5,004907	        1,538163	        1,411805
        0,134048	        5,011314	        1,538468	        1,412110
        0,133133	        5,003991	        1,538468	        1,411805
        0,133133	        5,012230	        1,538163	        1,412415
        0,131912	        5,003381	        1,538468	        1,411500
        0,133133	        5,012535	        1,538468	        1,411805
        0,130997	        5,003076	        1,538468	        1,411805
        0,131302	        5,012535	        1,538163	        1,412415
        0,131607	        5,002161	        1,538163	        1,411805
        0,132828	        5,014366	        1,538468	        1,412110
        0,133438	        5,002466	        1,538163	        1,412415
        0,134658	        5,014366	        1,538163	        1,411805
        0,133133	        5,001855	        1,537858	        1,412720
        0,133133	        5,014977	        1,538468	        1,411805
        0,133438	        5,000940	        1,538163	        1,411805
        0,132828	        5,015281	        1,538468	        1,411805
        0,133133	        5,000635	        1,538163	        1,412110
        0,132522	        5,015586	        1,538163	        1,411805
        0,134353	        4,999414	        1,537858	        1,412415
        0,133438	        5,016807	        1,538773	        1,411500
        0,132522	        4,999414	        1,537858	        1,412110
        0,132828	        5,017112	        1,538468	        1,411500
        0,132522	        4,998804	        1,538163	        1,412110
        0,132828	        5,017417	        1,538163	        1,412110
        0,133133	        4,998499	        1,538468	        1,412415
        0,133133	        5,017723	        1,538468	        1,411500
        0,133743	        4,997889	        1,537552	        1,412110
        0,133133	        5,017723	        1,538163	        1,412110
        0,133133	        4,997889	        1,538468	        1,412110
        0,132828	        5,017112	        1,537858	        1,412720
        0,133133	        4,997889	        1,537858	        1,412110
        0,132828	        5,016807	        1,537858	        1,412110
        0,132828	        4,998499	        1,538163	        1,411500
        0,133133	        5,017417	        1,537858	        1,412110
        0,132522	        4,997278	        1,538163	        1,411805
        0,133438	        5,015892	        1,537858	        1,412110
        0,133438	        4,999109	        1,538468	        1,411500
        0,132522	        5,016197	        1,537858	        1,411805
        0,133133	        4,998804	        1,538468	        1,411805
        0,132522	        5,016807	        1,538163	        1,412110
        0,133743	        5,003381	        1,538468	        1,411194
        0,132828	        5,019553	        1,537858	        1,412415
        0,132828	        5,000329	        1,538163	        1,412110
        0,132828	        5,017417	        1,538163	        1,412415
        0,133438	        4,998804	        1,538468	        1,411500
        0,133133	        5,017417	        1,538163	        1,412415
        0,132828	        4,998499	        1,537552	        1,411805
        0,132828	        5,017417	        1,538468	        1,411805
        0,132828	        4,998194	        1,537858	        1,412110
        0,131607	        5,017417	        1,538468	        1,411500
        0,131302	        4,997889	        1,537858	        1,412110
        0,133438	        5,018333	        1,538163	        1,411500
        0,134048	        4,996668	        1,537858	        1,411805
        0,132828	        5,017723	        1,538773	        1,411500
        0,132522	        4,996363	        1,537552	        1,412110
        0,132828	        5,018638	        1,537858	        1,411805
        0,132828	        4,997583	        1,538163	        1,412110
        0,132828	        5,019248	        1,538163	        1,411500
        0,132522	        4,996973	        1,537858	        1,412720
        0,133133	        5,018943	        1,539078	        1,411500
        0,132828	        4,996668	        1,538163	        1,412415
        0,132522	        5,017723	        1,538468	        1,411500
        0,133133	        4,996973	        1,538163	        1,412110
        0,132828	        5,018028	        1,538163	        1,411805
        0,134658	        4,997889	        1,538163	        1,412415
        0,134353	        5,017723	        1,538468	        1,411805
        0,132828	        4,999109	        1,538468	        1,411805
        0,132522	        5,017112	        1,537858	        1,411500
        0,133133	        4,999414	        1,538163	        1,412110
        0,132828	        5,016807	        1,537858	        1,412110
        0,131607	        4,998194	        1,537858	        1,411805
        0,132828	        5,014977	        1,538163	        1,412415
        0,132828	        4,999109	        1,537858	        1,411194
        0,132522	        5,016197	        1,538163	        1,411805
        0,132522	        4,999414	        1,538773	        1,411194
        0,133133	        5,015892	        1,538163	        1,412110
        0,133438	        5,000024	        1,538163	        1,412415
        0,131302	        5,014977	        1,537858	        1,412110
        0,132522	        5,001245	        1,538468	        1,411500
        0,131607	        5,014366	        1,537858	        1,411805
        0,132828	        5,000940	        1,538773	        1,411805
        0,132828	        5,014061	        1,538773	        1,412415
        0,133133	        5,001245	        1,538163	        1,412110
        0,132522	        5,009789	        1,537858	        1,412110
        0,132828	        5,000635	        1,538163	        1,411805
        0,133133	        5,011925	        1,538163	        1,412110
        0,132828	        5,001550	        1,538468	        1,411805
        0,132828	        5,012230	        1,538163	        1,412110
        0,132522	        4,999719	        1,537858	        1,412415
        0,133133	        5,010094	        1,538773	        1,412110
        0,132828	        5,003076	        1,537858	        1,412110
        0,131912	        5,010399	        1,538468	        1,411500
        0,132828	        5,003686	        1,537858	        1,412110
        0,132828	        5,010399	        1,538163	        1,411805
        0,130997	        5,004601	        1,537552	        1,412720
        0,132828	        5,010399	        1,538468	        1,411500
        0,132828	        5,005517	        1,538163	        1,412110
        0,132522	        5,009179	        1,538163	        1,412110
        0,133133	        5,007653	        1,538163	        1,412110
        0,132217	        5,009789	        1,538773	        1,411805
        0,130997	        5,006738	        1,538163	        1,412110
        0,132828	        5,008568	        1,537858	        1,411500
        0,132828	        5,007042	        1,537858	        1,412110
        0,132522	        5,009179	        1,538163	        1,411805
        0,131302	        5,008263	        1,537858	        1,412110
        0,131607	        5,007348	        1,538773	        1,412110
        0,132522	        5,007653	        1,538468	        1,411805
        0,132217	        5,005822	        1,537858	        1,411805
        0,132828	        5,001550	        1,537858	        1,411805
        0,131302	        5,003991	        1,537858	        1,411805
        0,132522	        5,008568	        1,538468	        1,411500
        0,132828	        5,005212	        1,537552	        1,411805
        0,132828	        5,008873	        1,538163	        1,411500
        0,131607	        5,004907	        1,538163	        1,412110
        0,132522	        5,009179	        1,538468	        1,411194
        0,132828	        5,004296	        1,538163	        1,412720
        0,132522	        5,010094	        1,538773	        1,411805
        0,132522	        5,004296	        1,537247	        1,412110
        0,130997	        5,010094	        1,538468	        1,412110
        0,130997	        5,004907	        1,537858	        1,412110
        0,132828	        5,008568	        1,538468	        1,411805
        0,132217	        5,003686	        1,537858	        1,412415
        0,131912	        5,009789	        1,538773	        1,411805
        0,132522	        5,004296	        1,538163	        1,412110
