20
       -0.003262	        0.285306	       -0.292287	        0.069368	        1.177244	        0.522532	       -0.016104
       -0.003567	        0.285306	       -0.292287	        0.069978	        1.177549	        0.522227	       -0.017630
       -0.003262	        0.284696	       -0.292592	        0.069368	        1.177244	        0.523142	       -0.017935
       -0.003567	        0.284696	       -0.292287	        0.069368	        1.177244	        0.522532	       -0.017630
       -0.003567	        0.284696	       -0.292287	        0.069368	        1.177549	        0.522532	       -0.018240
       -0.003567	        0.285001	       -0.292592	        0.069978	        1.177244	        0.522837	       -0.017935
       -0.003567	        0.284696	       -0.292287	        0.069978	        1.177549	        0.522532	       -0.016409
       -0.003872	        0.285306	       -0.292592	        0.069978	        1.177549	        0.522837	       -0.017935
       -0.003567	        0.285001	       -0.291676	        0.069978	        1.177549	        0.522837	       -0.017935
       -0.003567	        0.285001	       -0.292287	        0.069368	        1.176329	        0.523142	       -0.017935
       -0.003567	        0.284391	       -0.292287	        0.069673	        1.177244	        0.522837	       -0.016409
       -0.003567	        0.284696	       -0.292592	        0.069368	        1.177855	        0.522532	       -0.017935
       -0.003567	        0.284696	       -0.291981	        0.069978	        1.177549	        0.522532	       -0.019156
       -0.003567	        0.284696	       -0.292592	        0.069673	        1.176939	        0.523142	       -0.017935
       -0.003872	        0.285001	       -0.292287	        0.069978	        1.176939	        0.522227	       -0.017935
       -0.003567	        0.285306	       -0.292592	        0.069978	        1.177244	        0.522837	       -0.018240
       -0.003872	        0.285001	       -0.292287	        0.069673	        1.176939	        0.522532	       -0.017630
       -0.003262	        0.285001	       -0.292287	        0.069978	        1.176939	        0.522227	       -0.018240
       -0.003262	        0.284696	       -0.292592	        0.070284	        1.176634	        0.523142	       -0.019766
       -0.003262	        0.284696	       -0.291981	        0.069978	        1.177244	        0.522837	       -0.017935
       -0.003567	        0.285001	       -0.292287	        0.069368	        1.176939	        0.523142	       -0.017630
       -0.003872	        0.284391	       -0.291981	        0.069368	        1.177244	        0.523448	       -0.017630
       -0.003872	        0.284696	       -0.292287	        0.069368	        1.177855	        0.522837	       -0.017935
       -0.003262	        0.284696	       -0.292592	        0.069978	        1.177244	        0.522837	       -0.016409
       -0.003567	        0.285001	       -0.291981	        0.069368	        1.177244	        0.523142	       -0.016714
       -0.003262	        0.285001	       -0.292287	        0.069673	        1.176939	        0.522532	       -0.016714
       -0.003567	        0.285306	       -0.291981	        0.069368	        1.177244	        0.522837	       -0.018240
       -0.003872	        0.284696	       -0.292287	        0.069368	        1.177244	        0.522227	       -0.017935
       -0.003262	        0.285306	       -0.292592	        0.069673	        1.177244	        0.522837	       -0.017935
       -0.002957	        0.285001	       -0.292592	        0.069673	        1.177244	        0.522837	       -0.017935
       -0.003567	        0.284696	       -0.292897	        0.069978	        1.177549	        0.522837	       -0.017630
       -0.003262	        0.285001	       -0.292897	        0.069368	        1.176939	        0.522837	       -0.016409
       -0.003262	        0.284696	       -0.292592	        0.069368	        1.177244	        0.522837	       -0.017935
       -0.003872	        0.285001	       -0.291981	        0.069673	        1.177855	        0.522837	       -0.017935
       -0.003872	        0.285001	       -0.292287	        0.069368	        1.177244	        0.522837	       -0.017935
       -0.003872	        0.285001	       -0.291981	        0.069978	        1.176939	        0.523142	       -0.017630
       -0.003872	        0.284391	       -0.292592	        0.069978	        1.177549	        0.523142	       -0.016714
       -0.003262	        0.284696	       -0.291981	        0.070284	        1.177244	        0.522837	       -0.017630
       -0.003262	        0.285001	       -0.292287	        0.069673	        1.177244	        0.523448	       -0.017935
       -0.003872	        0.285306	       -0.292287	        0.069673	        1.177549	        0.522837	       -0.018240
       -0.003872	        0.284696	       -0.291981	        0.069673	        1.177244	        0.523142	       -0.017935
       -0.003567	        0.284391	       -0.291981	        0.069368	        1.177855	        0.522837	       -0.017935
       -0.003567	        0.284696	       -0.291981	        0.069673	        1.177855	        0.522837	       -0.017935
       -0.003262	        0.284696	       -0.291981	        0.069673	        1.177244	        0.522227	       -0.018545
       -0.003872	        0.285001	       -0.292287	        0.069673	        1.177244	        0.522532	       -0.017630
       -0.003872	        0.285001	       -0.292287	        0.069673	        1.177549	        0.523142	       -0.017630
       -0.003567	        0.285306	       -0.292592	        0.069978	        1.177244	        0.522837	       -0.018240
       -0.002957	        0.284085	       -0.292287	        0.069978	        1.177244	        0.522837	       -0.016714
       -0.003567	        0.285306	       -0.292287	        0.069978	        1.177549	        0.523448	       -0.018240
       -0.003567	        0.284696	       -0.291981	        0.069368	        1.176939	        0.522837	       -0.018240
       -0.003872	        0.285306	       -0.291981	        0.069978	        1.177244	        0.523448	       -0.017935
       -0.003872	        0.284696	       -0.291981	        0.069978	        1.177244	        0.522837	       -0.017630
       -0.003567	        0.284391	       -0.291981	        0.069978	        1.177244	        0.523142	       -0.018545
       -0.003262	        0.285001	       -0.291676	        0.069978	        1.177549	        0.523448	       -0.017935
       -0.003872	        0.284696	       -0.291981	        0.069978	        1.177855	        0.522837	       -0.018545
       -0.004177	        0.284696	       -0.291676	        0.069368	        1.177549	        0.522532	       -0.018240
       -0.003262	        0.285306	       -0.291981	        0.069978	        1.177244	        0.523142	       -0.016714
       -0.003262	        0.284696	       -0.292287	        0.069673	        1.177549	        0.522837	       -0.016714
       -0.003872	        0.285001	       -0.292287	        0.069978	        1.177549	        0.522837	       -0.017630
       -0.003262	        0.285306	       -0.291981	        0.069673	        1.177244	        0.522837	       -0.017935
       -0.004177	        0.285001	       -0.292287	        0.069673	        1.177549	        0.522837	       -0.018545
       -0.003262	        0.285306	       -0.292287	        0.069368	        1.177855	        0.523142	       -0.018240
       -0.003262	        0.285306	       -0.292592	        0.069673	        1.177244	        0.522837	       -0.017935
       -0.002957	        0.285001	       -0.292287	        0.069673	        1.177244	        0.522532	       -0.018240
       -0.003567	        0.285001	       -0.292287	        0.069368	        1.177244	        0.523142	       -0.017019
       -0.003567	        0.284696	       -0.291981	        0.069368	        1.177549	        0.523142	       -0.017935
       -0.003262	        0.285306	       -0.291676	        0.069978	        1.176939	        0.522837	       -0.016714
       -0.003567	        0.285001	       -0.292287	        0.069673	        1.177549	        0.523142	       -0.018240
       -0.003872	        0.284696	       -0.291981	        0.069368	        1.177244	        0.523142	       -0.018240
       -0.003567	        0.285306	       -0.291981	        0.069063	        1.177855	        0.522837	       -0.017935
       -0.003262	        0.285001	       -0.292897	        0.069978	        1.177244	        0.523142	       -0.017935
       -0.003567	        0.284391	       -0.292897	        0.069673	        1.177855	        0.522837	       -0.017935
       -0.003872	        0.284696	       -0.292592	        0.069978	        1.177549	        0.522837	       -0.017630
       -0.003567	        0.285001	       -0.292287	        0.069673	        1.177244	        0.522837	       -0.017630
       -0.003567	        0.285306	       -0.292287	        0.069978	        1.177549	        0.522532	       -0.017935
       -0.003262	        0.285001	       -0.292287	        0.069673	        1.177549	        0.522532	       -0.017935
       -0.003567	        0.285306	       -0.291981	        0.069978	        1.177244	        0.523142	       -0.017935
       -0.003872	        0.284696	       -0.291981	        0.069978	        1.177244	        0.522837	       -0.017630
       -0.004177	        0.285001	       -0.292592	        0.069673	        1.177549	        0.523142	       -0.017325
       -0.003262	        0.284391	       -0.292287	        0.069673	        1.177549	        0.522837	       -0.016409
       -0.003262	        0.285306	       -0.291981	        0.069673	        1.177549	        0.523142	       -0.016104
       -0.003567	        0.284696	       -0.292287	        0.069368	        1.177549	        0.523142	       -0.017630
       -0.003872	        0.285001	       -0.291981	        0.069673	        1.177549	        0.523142	       -0.017935
       -0.003567	        0.285001	       -0.292287	        0.069368	        1.177549	        0.523142	       -0.018240
       -0.003567	        0.284696	       -0.292287	        0.069978	        1.177855	        0.523142	       -0.017935
       -0.003567	        0.285001	       -0.292287	        0.069063	        1.177244	        0.522532	       -0.017935
       -0.003567	        0.284391	       -0.292287	        0.069368	        1.177855	        0.522837	       -0.017630
       -0.003567	        0.285001	       -0.291981	        0.069673	        1.177549	        0.523142	       -0.017935
       -0.003567	        0.285001	       -0.292592	        0.069673	        1.177244	        0.522837	       -0.017630
       -0.003872	        0.284696	       -0.292592	        0.069978	        1.177549	        0.523448	       -0.017630
       -0.003567	        0.284696	       -0.291981	        0.069673	        1.177244	        0.523142	       -0.017630
       -0.003567	        0.284696	       -0.291676	        0.069978	        1.177855	        0.522532	       -0.018545
       -0.003567	        0.284696	       -0.292287	        0.069673	        1.177549	        0.523448	       -0.017935
       -0.003567	        0.285306	       -0.291981	        0.069368	        1.177549	        0.523448	       -0.017935
       -0.003262	        0.284696	       -0.291981	        0.069673	        1.177549	        0.523142	       -0.018240
       -0.003872	        0.284391	       -0.291676	        0.069978	        1.177244	        0.523142	       -0.017935
       -0.003567	        0.284696	       -0.291981	        0.069673	        1.177244	        0.523448	       -0.018240
       -0.003872	        0.285001	       -0.291981	        0.069978	        1.177549	        0.523448	       -0.018240
       -0.003567	        0.284696	       -0.292592	        0.069368	        1.177244	        0.522837	       -0.017630
       -0.003872	        0.285001	       -0.291676	        0.069673	        1.177549	        0.522532	       -0.017935
       -0.003872	        0.285001	       -0.291676	        0.069673	        1.177549	        0.522532	       -0.017935
       -0.003567	        0.285306	       -0.291981	        0.069673	        1.177549	        0.524058	       -0.017935
       -0.004177	        0.284696	       -0.292287	        0.069368	        1.176939	        0.523448	       -0.018240
       -0.004482	        0.284696	       -0.292287	        0.069978	        1.176939	        0.522837	       -0.018240
       -0.004177	        0.285001	       -0.292592	        0.069673	        1.178160	        0.523142	       -0.016714
       -0.003567	        0.285001	       -0.292287	        0.069673	        1.177855	        0.523142	       -0.018240
       -0.003567	        0.284696	       -0.291676	        0.069978	        1.177855	        0.523448	       -0.017935
       -0.004177	        0.284391	       -0.291981	        0.069368	        1.177855	        0.523142	       -0.020071
       -0.003872	        0.284696	       -0.291981	        0.069978	        1.177244	        0.522837	       -0.017325
       -0.004177	        0.284391	       -0.291676	        0.070284	        1.177244	        0.523448	       -0.017935
       -0.003262	        0.284085	       -0.292287	        0.069673	        1.177855	        0.523142	       -0.016714
       -0.003567	        0.284696	       -0.291981	        0.069673	        1.177549	        0.522837	       -0.018240
       -0.003567	        0.284696	       -0.291981	        0.069368	        1.177549	        0.523142	       -0.016409
       -0.003567	        0.285306	       -0.292287	        0.069978	        1.177244	        0.523142	       -0.017630
       -0.003567	        0.285001	       -0.292287	        0.069978	        1.177549	        0.523448	       -0.017630
       -0.003567	        0.284696	       -0.291981	        0.069978	        1.177549	        0.522532	       -0.017630
       -0.003567	        0.285001	       -0.292592	        0.069673	        1.177549	        0.523448	       -0.017935
       -0.003567	        0.285306	       -0.292287	        0.069673	        1.177244	        0.523142	       -0.017630
       -0.003567	        0.284696	       -0.291676	        0.069368	        1.177549	        0.523142	       -0.017630
       -0.003567	        0.284696	       -0.291981	        0.069978	        1.177855	        0.522837	       -0.017630
       -0.003567	        0.285001	       -0.291981	        0.069673	        1.177549	        0.523448	       -0.018240
       -0.003262	        0.285001	       -0.292287	        0.069063	        1.177244	        0.522532	       -0.017630
       -0.003872	        0.285306	       -0.291676	        0.069063	        1.177549	        0.523142	       -0.016409
       -0.003567	        0.285306	       -0.292592	        0.069673	        1.177549	        0.522837	       -0.018240
       -0.003567	        0.284696	       -0.292287	        0.069978	        1.177549	        0.523448	       -0.018240
       -0.004177	        0.284696	       -0.291981	        0.069978	        1.177855	        0.522532	       -0.018240
       -0.004177	        0.285001	       -0.292287	        0.069978	        1.177549	        0.522837	       -0.018240
       -0.003872	        0.285306	       -0.292592	        0.069673	        1.176939	        0.523448	       -0.018240
       -0.003872	        0.285001	       -0.291981	        0.069673	        1.177549	        0.523142	       -0.017935
       -0.003567	        0.284696	       -0.291676	        0.069978	        1.177244	        0.523142	       -0.017630
       -0.003872	        0.284696	       -0.292287	        0.069368	        1.177244	        0.523448	       -0.017630
       -0.003872	        0.285001	       -0.292287	        0.069673	        1.177244	        0.523753	       -0.017935
       -0.003567	        0.284391	       -0.291981	        0.069673	        1.177549	        0.522837	       -0.019766
       -0.003872	        0.285001	       -0.291981	        0.069673	        1.177855	        0.523448	       -0.017935
       -0.002957	        0.284696	       -0.291981	        0.069978	        1.177549	        0.523448	       -0.017935
       -0.003262	        0.284696	       -0.292287	        0.069368	        1.177244	        0.523142	       -0.017935
       -0.003567	        0.284696	       -0.292287	        0.069673	        1.177549	        0.523448	       -0.017630
       -0.003567	        0.284696	       -0.292897	        0.069368	        1.177855	        0.523448	       -0.017935
       -0.003567	        0.285001	       -0.292287	        0.069673	        1.177549	        0.523142	       -0.018545
       -0.003567	        0.285001	       -0.291676	        0.069978	        1.177549	        0.523753	       -0.018240
       -0.003872	        0.285001	       -0.291981	        0.069673	        1.177549	        0.523448	       -0.018240
       -0.003567	        0.284696	       -0.291676	        0.069673	        1.177855	        0.523142	       -0.017630
       -0.003872	        0.285001	       -0.291676	        0.069673	        1.177549	        0.523142	       -0.018545
       -0.003872	        0.284391	       -0.292592	        0.069978	        1.177549	        0.523448	       -0.017935
       -0.003567	        0.285001	       -0.291981	        0.069368	        1.178160	        0.523142	       -0.017630
       -0.003567	        0.284696	       -0.291676	        0.069673	        1.178160	        0.523448	       -0.017935
       -0.003262	        0.284696	       -0.291981	        0.069673	        1.177549	        0.523142	       -0.017630
       -0.003872	        0.285001	       -0.292592	        0.069978	        1.177549	        0.523142	       -0.017935
       -0.003262	        0.285001	       -0.292287	        0.069978	        1.177855	        0.523142	       -0.017935
       -0.003262	        0.285001	       -0.292592	        0.069368	        1.177549	        0.523142	       -0.018240
       -0.003567	        0.284696	       -0.292287	        0.069673	        1.177549	        0.523448	       -0.016409
       -0.003262	        0.285001	       -0.291981	        0.069673	        1.177549	        0.523142	       -0.018240
       -0.003262	        0.284696	       -0.292287	        0.069673	        1.177855	        0.523448	       -0.017935
       -0.002957	        0.284391	       -0.291676	        0.069673	        1.177549	        0.523448	       -0.017019
       -0.003262	        0.284085	       -0.292287	        0.069978	        1.177549	        0.522837	       -0.017935
       -0.004177	        0.285306	       -0.291676	        0.069978	        1.176939	        0.523448	       -0.017935
