English Unit Abbreviations=Time ( min ),Position ( mm ),Load ( kg ),Zona
Archivo de punto de datos de Partner
Inicio del ensayo Wed 18 Nov 2015 12:20:59
Tiempo ( min ),Posición ( mm ),Carga ( kg ),Zona
0,0,0,Velocidad 1
0.00083,0.001,-1,Velocidad 1
0.00167,-0.001,-1,Velocidad 1
0.0025,-0.001,-1,Velocidad 1
0.00333,0,0,Velocidad 1
0.00417,0.007,2,Velocidad 1
0.005,0.011,9,Velocidad 1
0.00583,0.015,18,Velocidad 1
0.00667,0.018,30,Velocidad 1
0.0075,0.023,42,Velocidad 1
0.00833,0.027,56,Velocidad 1
0.00917,0.032,70,Velocidad 1
0.01,0.035,85,Velocidad 1
0.01083,0.041,99,Velocidad 1
0.01167,0.043,114,Velocidad 1
0.0125,0.05,129,Velocidad 1
0.01333,0.053,144,Velocidad 1
0.01417,0.057,159,Velocidad 1
0.015,0.062,174,Velocidad 1
0.01583,0.067,189,Velocidad 1
0.01667,0.069,204,Velocidad 1
0.0175,0.074,219,Velocidad 1
0.01833,0.078,234,Velocidad 1
0.01917,0.081,249,Velocidad 1
0.02,0.089,264,Velocidad 1
0.02083,0.091,279,Velocidad 1
0.02167,0.096,295,Velocidad 1
0.0225,0.099,310,Velocidad 1
0.02333,0.103,325,Velocidad 1
0.02417,0.108,341,Velocidad 1
0.025,0.113,358,Velocidad 1
0.02583,0.117,374,Velocidad 1
0.02667,0.12,391,Velocidad 1
0.0275,0.125,407,Velocidad 1
0.02833,0.13,424,Velocidad 1
0.02917,0.133,441,Velocidad 1
0.03,0.136,457,Velocidad 1
0.03083,0.141,474,Velocidad 1
0.03167,0.146,491,Velocidad 1
0.0325,0.149,508,Velocidad 1
0.03333,0.154,525,Velocidad 1
0.03417,0.157,542,Velocidad 1
0.035,0.162,559,Velocidad 1
0.03583,0.166,577,Velocidad 1
0.03667,0.171,594,Velocidad 1
0.0375,0.175,612,Velocidad 1
0.03833,0.18,630,Velocidad 1
0.03917,0.183,647,Velocidad 1
0.04,0.188,664,Velocidad 1
0.04083,0.191,681,Velocidad 1
0.04167,0.196,698,Velocidad 1
0.0425,0.199,715,Velocidad 1
0.04333,0.204,732,Velocidad 1
0.04417,0.207,749,Velocidad 1
0.045,0.213,767,Velocidad 1
0.04583,0.216,784,Velocidad 1
0.04667,0.221,801,Velocidad 1
0.0475,0.224,818,Velocidad 1
0.04833,0.23,834,Velocidad 1
0.04917,0.233,852,Velocidad 1
0.05,0.236,870,Velocidad 1
0.05083,0.241,886,Velocidad 1
0.05167,0.246,904,Velocidad 1
0.0525,0.248,921,Velocidad 1
0.05333,0.254,938,Velocidad 1
0.05417,0.256,956,Velocidad 1
0.055,0.263,974,Velocidad 1
0.05583,0.267,991,Velocidad 1
0.05667,0.27,1009,Velocidad 1
0.0575,0.274,1026,Velocidad 1
0.05833,0.28,1043,Velocidad 1
0.05917,0.283,1060,Velocidad 1
0.06,0.287,1077,Velocidad 1
0.06083,0.292,1094,Velocidad 1
0.06167,0.296,1112,Velocidad 1
0.0625,0.301,1130,Velocidad 1
0.06333,0.304,1147,Velocidad 1
0.06417,0.308,1164,Velocidad 1
0.065,0.312,1181,Velocidad 1
0.06583,0.316,1198,Velocidad 1
0.06667,0.321,1216,Velocidad 1
0.0675,0.326,1234,Velocidad 1
0.06833,0.329,1251,Velocidad 1
0.06917,0.334,1268,Velocidad 1
0.07,0.335,1285,Velocidad 1
0.07083,0.34,1302,Velocidad 1
0.07167,0.347,1319,Velocidad 1
0.0725,0.351,1336,Velocidad 1
0.07333,0.353,1353,Velocidad 1
0.07417,0.359,1371,Velocidad 1
0.075,0.362,1388,Velocidad 1
0.07583,0.368,1405,Velocidad 1
0.07667,0.373,1422,Velocidad 1
0.0775,0.373,1440,Velocidad 1
0.07833,0.378,1456,Velocidad 1
0.07917,0.383,1473,Velocidad 1
0.08,0.388,1490,Velocidad 1
0.08083,0.391,1508,Velocidad 1
0.08167,0.396,1524,Velocidad 1
0.0825,0.4,1542,Velocidad 1
0.08333,0.403,1558,Velocidad 1
0.08417,0.408,1575,Velocidad 1
0.085,0.412,1592,Velocidad 1
0.08583,0.417,1609,Velocidad 1
0.08667,0.421,1625,Velocidad 1
0.0875,0.425,1642,Velocidad 1
0.08833,0.429,1658,Velocidad 1
0.08917,0.435,1675,Velocidad 1
0.09,0.436,1691,Velocidad 1
0.09083,0.442,1708,Velocidad 1
0.09167,0.447,1724,Velocidad 1
0.0925,0.451,1741,Velocidad 1
0.09333,0.453,1758,Velocidad 1
0.09417,0.459,1774,Velocidad 1
0.095,0.464,1791,Velocidad 1
0.09583,0.467,1807,Velocidad 1
0.09667,0.472,1823,Velocidad 1
0.0975,0.476,1840,Velocidad 1
0.09833,0.477,1857,Velocidad 1
0.09917,0.484,1873,Velocidad 1
0.1,0.486,1890,Velocidad 1
0.10083,0.492,1906,Velocidad 1
0.10167,0.496,1921,Velocidad 1
0.1025,0.499,1938,Velocidad 1
0.10333,0.504,1954,Velocidad 1
0.10417,0.509,1970,Velocidad 1
0.105,0.513,1986,Velocidad 1
0.10583,0.518,2002,Velocidad 1
0.10667,0.521,2017,Velocidad 1
0.1075,0.525,2033,Velocidad 1
0.10833,0.529,2048,Velocidad 1
0.10917,0.535,2064,Velocidad 1
0.11,0.537,2080,Velocidad 1
0.11083,0.541,2096,Velocidad 1
0.11167,0.547,2112,Velocidad 1
0.1125,0.551,2128,Velocidad 1
0.11333,0.554,2143,Velocidad 1
0.11417,0.559,2158,Velocidad 1
0.115,0.562,2174,Velocidad 1
0.11583,0.567,2190,Velocidad 1
0.11667,0.572,2205,Velocidad 1
0.1175,0.575,2220,Velocidad 1
0.11833,0.579,2236,Velocidad 1
0.11917,0.584,2252,Velocidad 1
0.12,0.586,2267,Velocidad 1
0.12083,0.59,2283,Velocidad 1
0.12167,0.597,2298,Velocidad 1
0.1225,0.6,2313,Velocidad 1
0.12333,0.605,2328,Velocidad 1
0.12417,0.609,2343,Velocidad 1
0.125,0.613,2358,Velocidad 1
0.12583,0.616,2372,Velocidad 1
0.12667,0.622,2387,Velocidad 1
0.1275,0.625,2402,Velocidad 1
0.12833,0.631,2417,Velocidad 1
0.12917,0.633,2431,Velocidad 1
0.13,0.639,2446,Velocidad 1
0.13083,0.643,2460,Velocidad 1
0.13167,0.647,2474,Velocidad 1
0.1325,0.65,2489,Velocidad 1
0.13333,0.654,2503,Velocidad 1
0.13417,0.659,2517,Velocidad 1
0.135,0.663,2531,Velocidad 1
0.13583,0.668,2545,Velocidad 1
0.13667,0.672,2559,Velocidad 1
0.1375,0.675,2573,Velocidad 1
0.13833,0.68,2587,Velocidad 1
0.13917,0.684,2600,Velocidad 1
0.14,0.687,2614,Velocidad 1
0.14083,0.692,2628,Velocidad 1
0.14167,0.696,2642,Velocidad 1
0.1425,0.701,2655,Velocidad 1
0.14333,0.703,2668,Velocidad 1
0.14417,0.71,2682,Velocidad 1
0.145,0.713,2695,Velocidad 1
0.14583,0.718,2708,Velocidad 1
0.14667,0.719,2721,Velocidad 1
0.1475,0.725,2734,Velocidad 1
0.14833,0.729,2746,Velocidad 1
0.14917,0.733,2759,Velocidad 1
0.15,0.738,2772,Velocidad 1
0.15083,0.74,2785,Velocidad 1
0.15167,0.746,2798,Velocidad 1
0.1525,0.75,2810,Velocidad 1
0.15333,0.755,2822,Velocidad 1
0.15417,0.758,2835,Velocidad 1
0.155,0.764,2847,Velocidad 1
0.15583,0.767,2860,Velocidad 1
0.15667,0.771,2871,Velocidad 1
0.1575,0.775,2883,Velocidad 1
0.15833,0.779,2895,Velocidad 1
0.15917,0.783,2907,Velocidad 1
0.16,0.787,2918,Velocidad 1
0.16083,0.792,2930,Velocidad 1
0.16167,0.796,2942,Velocidad 1
0.1625,0.801,2953,Velocidad 1
0.16333,0.805,2965,Velocidad 1
0.16417,0.809,2976,Velocidad 1
0.165,0.813,2988,Velocidad 1
0.16583,0.816,2999,Velocidad 1
0.16667,0.821,3010,Velocidad 1
0.1675,0.826,3021,Velocidad 1
0.16833,0.83,3032,Velocidad 1
0.16917,0.834,3043,Velocidad 1
0.17,0.838,3054,Velocidad 1
0.17083,0.842,3065,Velocidad 1
0.17167,0.847,3076,Velocidad 1
0.1725,0.85,3087,Velocidad 1
0.17333,0.855,3097,Velocidad 1
0.17417,0.859,3108,Velocidad 1
0.175,0.862,3118,Velocidad 1
0.17583,0.866,3128,Velocidad 1
0.17667,0.871,3138,Velocidad 1
0.1775,0.875,3148,Velocidad 1
0.17833,0.88,3158,Velocidad 1
0.17917,0.882,3168,Velocidad 1
0.18,0.888,3178,Velocidad 1
0.18083,0.892,3188,Velocidad 1
0.18167,0.896,3198,Velocidad 1
