English Unit Abbreviations=Time ( min ),Position ( mm ),Load ( kg ),Zona
Archivo de punto de datos de Partner
Inicio del ensayo Wed 18 Nov 2015 12:10:57
Tiempo ( min ),Posición ( mm ),Carga ( kg ),Zona
0,0,0,Velocidad 1
0.00083,0.001,0,Velocidad 1
0.00167,0.001,0,Velocidad 1
0.0025,0.002,0,Velocidad 1
0.00333,0.006,1,Velocidad 1
0.00417,0.011,7,Velocidad 1
0.005,0.015,16,Velocidad 1
0.00583,0.019,27,Velocidad 1
0.00667,0.024,39,Velocidad 1
0.0075,0.025,53,Velocidad 1
0.00833,0.032,67,Velocidad 1
0.00917,0.036,82,Velocidad 1
0.01,0.041,96,Velocidad 1
0.01083,0.044,111,Velocidad 1
0.01167,0.05,127,Velocidad 1
0.0125,0.051,142,Velocidad 1
0.01333,0.056,158,Velocidad 1
0.01417,0.061,173,Velocidad 1
0.015,0.064,189,Velocidad 1
0.01583,0.069,204,Velocidad 1
0.01667,0.073,220,Velocidad 1
0.0175,0.078,236,Velocidad 1
0.01833,0.082,252,Velocidad 1
0.01917,0.086,269,Velocidad 1
0.02,0.09,285,Velocidad 1
0.02083,0.095,302,Velocidad 1
0.02167,0.099,319,Velocidad 1
0.0225,0.103,335,Velocidad 1
0.02333,0.108,352,Velocidad 1
0.02417,0.112,370,Velocidad 1
0.025,0.116,387,Velocidad 1
0.02583,0.12,404,Velocidad 1
0.02667,0.122,421,Velocidad 1
0.0275,0.129,438,Velocidad 1
0.02833,0.133,455,Velocidad 1
0.02917,0.136,472,Velocidad 1
0.03,0.141,489,Velocidad 1
0.03083,0.145,506,Velocidad 1
0.03167,0.149,523,Velocidad 1
0.0325,0.155,541,Velocidad 1
0.03333,0.157,558,Velocidad 1
0.03417,0.162,575,Velocidad 1
0.035,0.165,592,Velocidad 1
0.03583,0.171,609,Velocidad 1
0.03667,0.176,626,Velocidad 1
0.0375,0.179,644,Velocidad 1
0.03833,0.183,661,Velocidad 1
0.03917,0.187,678,Velocidad 1
0.04,0.191,695,Velocidad 1
0.04083,0.195,712,Velocidad 1
0.04167,0.2,729,Velocidad 1
0.0425,0.203,747,Velocidad 1
0.04333,0.207,764,Velocidad 1
0.04417,0.212,781,Velocidad 1
0.045,0.216,798,Velocidad 1
0.04583,0.221,815,Velocidad 1
0.04667,0.224,833,Velocidad 1
0.0475,0.228,850,Velocidad 1
0.04833,0.232,867,Velocidad 1
0.04917,0.237,884,Velocidad 1
0.05,0.241,901,Velocidad 1
0.05083,0.245,919,Velocidad 1
0.05167,0.248,936,Velocidad 1
0.0525,0.254,953,Velocidad 1
0.05333,0.258,971,Velocidad 1
0.05417,0.261,988,Velocidad 1
0.055,0.266,1005,Velocidad 1
0.05583,0.272,1022,Velocidad 1
0.05667,0.274,1039,Velocidad 1
0.0575,0.279,1056,Velocidad 1
0.05833,0.283,1074,Velocidad 1
0.05917,0.288,1091,Velocidad 1
0.06,0.292,1108,Velocidad 1
0.06083,0.296,1125,Velocidad 1
0.06167,0.301,1142,Velocidad 1
0.0625,0.303,1159,Velocidad 1
0.06333,0.307,1175,Velocidad 1
0.06417,0.312,1193,Velocidad 1
0.065,0.317,1210,Velocidad 1
0.06583,0.321,1228,Velocidad 1
0.06667,0.325,1245,Velocidad 1
0.0675,0.329,1261,Velocidad 1
0.06833,0.334,1278,Velocidad 1
0.06917,0.338,1295,Velocidad 1
0.07,0.342,1312,Velocidad 1
0.07083,0.346,1329,Velocidad 1
0.07167,0.349,1346,Velocidad 1
0.0725,0.354,1363,Velocidad 1
0.07333,0.358,1379,Velocidad 1
0.07417,0.363,1396,Velocidad 1
0.075,0.365,1414,Velocidad 1
0.07583,0.368,1431,Velocidad 1
0.07667,0.373,1451,Velocidad 1
0.0775,0.376,1472,Velocidad 1
0.07833,0.383,1493,Velocidad 1
0.07917,0.387,1511,Velocidad 1
0.08,0.392,1530,Velocidad 1
0.08083,0.396,1547,Velocidad 1
0.08167,0.401,1565,Velocidad 1
0.0825,0.404,1582,Velocidad 1
0.08333,0.408,1599,Velocidad 1
0.08417,0.414,1615,Velocidad 1
0.085,0.416,1632,Velocidad 1
0.08583,0.421,1648,Velocidad 1
0.08667,0.425,1665,Velocidad 1
0.0875,0.429,1681,Velocidad 1
0.08833,0.433,1697,Velocidad 1
0.08917,0.436,1714,Velocidad 1
0.09,0.442,1730,Velocidad 1
0.09083,0.446,1746,Velocidad 1
0.09167,0.45,1762,Velocidad 1
0.0925,0.455,1778,Velocidad 1
0.09333,0.458,1795,Velocidad 1
0.09417,0.463,1810,Velocidad 1
0.095,0.465,1826,Velocidad 1
0.09583,0.471,1842,Velocidad 1
0.09667,0.475,1858,Velocidad 1
0.0975,0.479,1874,Velocidad 1
0.09833,0.483,1889,Velocidad 1
0.09917,0.486,1905,Velocidad 1
0.1,0.491,1921,Velocidad 1
0.10083,0.496,1936,Velocidad 1
0.10167,0.5,1952,Velocidad 1
0.1025,0.505,1968,Velocidad 1
0.10333,0.508,1983,Velocidad 1
0.10417,0.512,1998,Velocidad 1
0.105,0.517,2013,Velocidad 1
0.10583,0.52,2028,Velocidad 1
0.10667,0.527,2043,Velocidad 1
0.1075,0.53,2059,Velocidad 1
0.10833,0.533,2074,Velocidad 1
0.10917,0.538,2089,Velocidad 1
0.11,0.541,2104,Velocidad 1
0.11083,0.545,2119,Velocidad 1
0.11167,0.548,2134,Velocidad 1
0.1125,0.555,2149,Velocidad 1
0.11333,0.56,2165,Velocidad 1
0.11417,0.562,2180,Velocidad 1
0.115,0.568,2194,Velocidad 1
0.11583,0.571,2209,Velocidad 1
0.11667,0.575,2223,Velocidad 1
0.1175,0.578,2237,Velocidad 1
0.11833,0.584,2251,Velocidad 1
0.11917,0.588,2266,Velocidad 1
0.12,0.592,2279,Velocidad 1
0.12083,0.597,2294,Velocidad 1
0.12167,0.599,2309,Velocidad 1
0.1225,0.604,2323,Velocidad 1
0.12333,0.607,2336,Velocidad 1
0.12417,0.613,2350,Velocidad 1
0.125,0.617,2364,Velocidad 1
0.12583,0.621,2379,Velocidad 1
0.12667,0.626,2392,Velocidad 1
0.1275,0.629,2406,Velocidad 1
0.12833,0.634,2420,Velocidad 1
0.12917,0.634,2433,Velocidad 1
0.13,0.641,2446,Velocidad 1
0.13083,0.646,2459,Velocidad 1
0.13167,0.65,2473,Velocidad 1
0.1325,0.655,2486,Velocidad 1
0.13333,0.658,2499,Velocidad 1
0.13417,0.663,2512,Velocidad 1
0.135,0.664,2525,Velocidad 1
0.13583,0.671,2538,Velocidad 1
0.13667,0.675,2551,Velocidad 1
0.1375,0.679,2563,Velocidad 1
0.13833,0.684,2576,Velocidad 1
0.13917,0.686,2589,Velocidad 1
0.14,0.692,2602,Velocidad 1
0.14083,0.696,2615,Velocidad 1
0.14167,0.699,2627,Velocidad 1
0.1425,0.702,2639,Velocidad 1
0.14333,0.709,2651,Velocidad 1
0.14417,0.712,2663,Velocidad 1
0.145,0.716,2675,Velocidad 1
0.14583,0.722,2688,Velocidad 1
0.14667,0.725,2700,Velocidad 1
0.1475,0.73,2712,Velocidad 1
0.14833,0.734,2724,Velocidad 1
0.14917,0.738,2735,Velocidad 1
0.15,0.742,2747,Velocidad 1
0.15083,0.745,2758,Velocidad 1
0.15167,0.751,2769,Velocidad 1
0.1525,0.754,2780,Velocidad 1
0.15333,0.758,2792,Velocidad 1
0.15417,0.763,2803,Velocidad 1
0.155,0.767,2814,Velocidad 1
0.15583,0.771,2825,Velocidad 1
0.15667,0.776,2836,Velocidad 1
0.1575,0.78,2847,Velocidad 1
0.15833,0.783,2858,Velocidad 1
0.15917,0.788,2868,Velocidad 1
0.16,0.792,2879,Velocidad 1
0.16083,0.796,2889,Velocidad 1
0.16167,0.8,2900,Velocidad 1
0.1625,0.803,2910,Velocidad 1
0.16333,0.808,2921,Velocidad 1
0.16417,0.81,2931,Velocidad 1
0.165,0.818,2941,Velocidad 1
0.16583,0.822,2951,Velocidad 1
0.16667,0.826,2961,Velocidad 1
0.1675,0.829,2971,Velocidad 1
0.16833,0.834,2981,Velocidad 1
0.16917,0.838,2990,Velocidad 1
0.17,0.842,3000,Velocidad 1
0.17083,0.846,3009,Velocidad 1
0.17167,0.85,3019,Velocidad 1
0.1725,0.854,3028,Velocidad 1
0.17333,0.859,3037,Velocidad 1
0.17417,0.862,3047,Velocidad 1
0.175,0.867,3056,Velocidad 1
0.17583,0.87,3065,Velocidad 1
0.17667,0.875,3075,Velocidad 1
0.1775,0.88,3083,Velocidad 1
0.17833,0.884,3092,Velocidad 1
0.17917,0.888,3101,Velocidad 1
0.18,0.891,3110,Velocidad 1
0.18083,0.896,3119,Velocidad 1
0.18167,0.899,3127,Velocidad 1
0.1825,0.905,3135,Velocidad 1
0.18333,0.907,3144,Velocidad 1
0.18417,0.913,3152,Velocidad 1
0.185,0.917,3161,Velocidad 1
0.18583,0.921,3169,Velocidad 1
0.18667,0.924,3177,Velocidad 1
0.1875,0.928,3185,Velocidad 1
0.18833,0.933,3194,Velocidad 1
0.18917,0.938,3202,Velocidad 1
0.19,0.941,3210,Velocidad 1
0.19083,0.944,3217,Velocidad 1
0.19167,0.952,3225,Velocidad 1
0.1925,0.954,3233,Velocidad 1
0.19333,0.958,3240,Velocidad 1
0.19417,0.963,3248,Velocidad 1
0.195,0.966,3255,Velocidad 1
0.19583,0.972,3263,Velocidad 1
0.19667,0.976,3270,Velocidad 1
0.1975,0.979,3277,Velocidad 1
0.19833,0.984,3285,Velocidad 1
0.19917,0.988,3292,Velocidad 1
0.2,0.992,3299,Velocidad 1
0.20083,0.993,3306,Velocidad 1
0.20167,1,3313,Velocidad 1
0.2025,1.004,3320,Velocidad 1
0.20333,1.01,3327,Velocidad 1
0.20417,1.013,3334,Velocidad 1
0.205,1.016,3341,Velocidad 1
0.20583,1.02,3347,Velocidad 1
0.20667,1.026,3354,Velocidad 1
0.2075,1.03,3361,Velocidad 1
0.20833,1.033,3368,Velocidad 1
0.20917,1.037,3374,Velocidad 1
0.21,1.041,3380,Velocidad 1
0.21083,1.044,3387,Velocidad 1
0.21167,1.048,3394,Velocidad 1
0.2125,1.054,3400,Velocidad 1
0.21333,1.059,3406,Velocidad 1
0.21417,1.064,3413,Velocidad 1
0.215,1.066,3419,Velocidad 1
0.21583,1.07,3425,Velocidad 1
0.21667,1.073,3430,Velocidad 1
0.2175,1.08,3437,Velocidad 1
0.21833,1.083,3443,Velocidad 1
0.21917,1.087,3448,Velocidad 1
0.22,1.092,3454,Velocidad 1
0.22083,1.096,3460,Velocidad 1
0.22167,1.1,3465,Velocidad 1
0.2225,1.104,3470,Velocidad 1
0.22333,1.109,3476,Velocidad 1
0.22417,1.113,3482,Velocidad 1
0.225,1.116,3487,Velocidad 1
0.22583,1.121,3492,Velocidad 1
0.22667,1.124,3498,Velocidad 1
0.2275,1.129,3503,Velocidad 1
0.22833,1.134,3508,Velocidad 1
0.22917,1.138,3514,Velocidad 1
0.23,1.141,3519,Velocidad 1
0.23083,1.147,3525,Velocidad 1
0.23167,1.149,3530,Velocidad 1
0.2325,1.155,3535,Velocidad 1
0.23333,1.159,3540,Velocidad 1
0.23417,1.16,3546,Velocidad 1
0.235,1.168,3550,Velocidad 1
0.23583,1.17,3555,Velocidad 1
