English Unit Abbreviations=Time ( min ),Position ( mm ),Load ( kg ),Zona
Archivo de punto de datos de Partner
Inicio del ensayo Wed 18 Nov 2015 12:28:21
Tiempo ( min ),Posición ( mm ),Carga ( kg ),Zona
0,0,0,Velocidad 1
0.00083,0,0,Velocidad 1
0.00167,-0.002,0,Velocidad 1
0.0025,0.003,1,Velocidad 1
0.00333,0.007,5,Velocidad 1
0.00417,0.012,13,Velocidad 1
0.005,0.017,23,Velocidad 1
0.00583,0.021,35,Velocidad 1
0.00667,0.025,48,Velocidad 1
0.0075,0.028,62,Velocidad 1
0.00833,0.033,76,Velocidad 1
0.00917,0.035,91,Velocidad 1
0.01,0.043,106,Velocidad 1
0.01083,0.044,121,Velocidad 1
0.01167,0.05,137,Velocidad 1
0.0125,0.054,153,Velocidad 1
0.01333,0.058,168,Velocidad 1
0.01417,0.062,184,Velocidad 1
0.015,0.066,199,Velocidad 1
0.01583,0.071,215,Velocidad 1
0.01667,0.074,230,Velocidad 1
0.0175,0.079,246,Velocidad 1
0.01833,0.083,262,Velocidad 1
0.01917,0.087,279,Velocidad 1
0.02,0.091,295,Velocidad 1
0.02083,0.096,312,Velocidad 1
0.02167,0.1,328,Velocidad 1
0.0225,0.104,345,Velocidad 1
0.02333,0.106,362,Velocidad 1
0.02417,0.114,379,Velocidad 1
0.025,0.117,396,Velocidad 1
0.02583,0.12,413,Velocidad 1
0.02667,0.125,430,Velocidad 1
0.0275,0.13,447,Velocidad 1
0.02833,0.133,464,Velocidad 1
0.02917,0.138,481,Velocidad 1
0.03,0.142,498,Velocidad 1
0.03083,0.146,515,Velocidad 1
0.03167,0.148,532,Velocidad 1
0.0325,0.155,549,Velocidad 1
0.03333,0.159,567,Velocidad 1
0.03417,0.164,584,Velocidad 1
0.035,0.167,601,Velocidad 1
0.03583,0.17,618,Velocidad 1
0.03667,0.177,635,Velocidad 1
0.0375,0.178,652,Velocidad 1
0.03833,0.184,668,Velocidad 1
0.03917,0.187,685,Velocidad 1
0.04,0.193,702,Velocidad 1
0.04083,0.197,719,Velocidad 1
0.04167,0.2,736,Velocidad 1
0.0425,0.205,752,Velocidad 1
0.04333,0.208,769,Velocidad 1
0.04417,0.211,787,Velocidad 1
0.045,0.217,803,Velocidad 1
0.04583,0.221,821,Velocidad 1
0.04667,0.225,838,Velocidad 1
0.0475,0.23,855,Velocidad 1
0.04833,0.234,872,Velocidad 1
0.04917,0.238,889,Velocidad 1
0.05,0.241,906,Velocidad 1
0.05083,0.247,923,Velocidad 1
0.05167,0.252,940,Velocidad 1
0.0525,0.253,956,Velocidad 1
0.05333,0.257,974,Velocidad 1
0.05417,0.262,991,Velocidad 1
0.055,0.267,1008,Velocidad 1
0.05583,0.273,1025,Velocidad 1
0.05667,0.276,1042,Velocidad 1
0.0575,0.281,1058,Velocidad 1
0.05833,0.285,1076,Velocidad 1
0.05917,0.289,1093,Velocidad 1
0.06,0.291,1109,Velocidad 1
0.06083,0.297,1126,Velocidad 1
0.06167,0.301,1143,Velocidad 1
0.0625,0.303,1160,Velocidad 1
0.06333,0.31,1177,Velocidad 1
0.06417,0.311,1194,Velocidad 1
0.065,0.317,1210,Velocidad 1
0.06583,0.322,1228,Velocidad 1
0.06667,0.326,1245,Velocidad 1
0.0675,0.331,1262,Velocidad 1
0.06833,0.334,1278,Velocidad 1
0.06917,0.338,1294,Velocidad 1
0.07,0.344,1310,Velocidad 1
0.07083,0.346,1327,Velocidad 1
0.07167,0.351,1344,Velocidad 1
0.0725,0.353,1361,Velocidad 1
0.07333,0.358,1378,Velocidad 1
0.07417,0.364,1395,Velocidad 1
0.075,0.367,1411,Velocidad 1
0.07583,0.374,1427,Velocidad 1
