20
        0.003756	        0.891314	        0.732326	        3.459486	        3.431789	       -0.027064
        0.003756	        0.891619	        0.732021	        3.459181	        3.431484	       -0.028895
        0.003756	        0.891314	        0.732631	        3.459486	        3.431789	       -0.027369
        0.003451	        0.891314	        0.732326	        3.459486	        3.431789	       -0.028589
        0.003451	        0.891314	        0.732326	        3.460097	        3.431484	       -0.028895
        0.004061	        0.891619	        0.732631	        3.459486	        3.431789	       -0.028589
        0.003756	        0.891314	        0.732021	        3.459486	        3.431484	       -0.028589
        0.003756	        0.891619	        0.732631	        3.459486	        3.431484	       -0.027369
        0.004367	        0.891619	        0.732326	        3.459181	        3.431179	       -0.028895
        0.003451	        0.891619	        0.732631	        3.459791	        3.431484	       -0.028895
        0.004061	        0.891314	        0.732631	        3.459181	        3.432094	       -0.027369
        0.003451	        0.891009	        0.732936	        3.458876	        3.431789	       -0.028589
        0.003451	        0.891314	        0.732631	        3.459791	        3.431179	       -0.028589
        0.003756	        0.891314	        0.732631	        3.459486	        3.431179	       -0.027369
        0.004061	        0.891009	        0.732326	        3.459791	        3.431484	       -0.027369
        0.003756	        0.891009	        0.732326	        3.459791	        3.431789	       -0.027064
        0.003451	        0.891009	        0.732631	        3.459181	        3.432094	       -0.025843
        0.004061	        0.891314	        0.732021	        3.459486	        3.431484	       -0.027064
        0.004061	        0.891314	        0.732936	        3.459791	        3.432399	       -0.029200
        0.003756	        0.891314	        0.732326	        3.459791	        3.432399	       -0.028895
        0.003756	        0.890704	        0.732326	        3.459486	        3.431789	       -0.027064
        0.003756	        0.891314	        0.732326	        3.459791	        3.431789	       -0.028284
        0.003756	        0.890704	        0.732326	        3.459486	        3.431484	       -0.027674
        0.003451	        0.891314	        0.732631	        3.459791	        3.432094	       -0.027064
        0.004367	        0.891619	        0.732631	        3.459486	        3.431789	       -0.029200
        0.003451	        0.891314	        0.732936	        3.459486	        3.432094	       -0.028895
        0.003451	        0.891009	        0.732936	        3.459181	        3.431789	       -0.027369
        0.003451	        0.891619	        0.732326	        3.459791	        3.432399	       -0.027369
        0.004061	        0.891009	        0.732326	        3.459791	        3.431484	       -0.025843
        0.003756	        0.891619	        0.732936	        3.459486	        3.431789	       -0.027369
        0.003451	        0.891009	        0.732631	        3.459181	        3.432094	       -0.027674
        0.003756	        0.891314	        0.731715	        3.459791	        3.431179	       -0.027064
        0.003146	        0.891009	        0.733241	        3.459791	        3.431789	       -0.027674
        0.004367	        0.891924	        0.732631	        3.460402	        3.431789	       -0.027674
        0.004367	        0.890704	        0.732326	        3.459486	        3.431789	       -0.027369
        0.003451	        0.891619	        0.732326	        3.460097	        3.431789	       -0.027369
        0.004061	        0.890704	        0.732631	        3.459486	        3.431789	       -0.026759
        0.003756	        0.891314	        0.732936	        3.459486	        3.431789	       -0.026148
        0.003756	        0.890704	        0.732326	        3.460097	        3.432094	       -0.028895
        0.003756	        0.891314	        0.732936	        3.459791	        3.432705	       -0.028589
        0.003756	        0.891314	        0.732936	        3.459486	        3.431484	       -0.027369
        0.004061	        0.891314	        0.732631	        3.459486	        3.432399	       -0.028589
        0.003756	        0.891314	        0.732631	        3.459791	        3.432094	       -0.027064
        0.004061	        0.891924	        0.732326	        3.460402	        3.431484	       -0.027369
        0.003451	        0.891314	        0.732936	        3.458876	        3.431179	       -0.027064
        0.003756	        0.891619	        0.731715	        3.459791	        3.432094	       -0.028284
        0.003451	        0.891314	        0.732631	        3.460097	        3.431789	       -0.028589
        0.003451	        0.891314	        0.732631	        3.459486	        3.432094	       -0.027979
        0.003756	        0.891009	        0.732631	        3.459181	        3.431789	       -0.027369
        0.003451	        0.891924	        0.732936	        3.459791	        3.431484	       -0.025843
        0.004061	        0.891314	        0.732936	        3.459486	        3.431484	       -0.027369
        0.003756	        0.891314	        0.732326	        3.459791	        3.431484	       -0.027064
        0.003146	        0.891619	        0.732631	        3.459486	        3.432094	       -0.027369
        0.003756	        0.891314	        0.732631	        3.460097	        3.431484	       -0.026759
        0.003756	        0.891009	        0.732936	        3.460097	        3.431789	       -0.026759
        0.004061	        0.890704	        0.732936	        3.459486	        3.432094	       -0.026759
        0.003756	        0.891009	        0.732326	        3.460097	        3.431484	       -0.027674
        0.003146	        0.891009	        0.732936	        3.459791	        3.431789	       -0.029200
        0.003451	        0.891619	        0.732936	        3.459791	        3.432399	       -0.026759
        0.002841	        0.891009	        0.732631	        3.460097	        3.432094	       -0.027369
        0.003451	        0.891619	        0.732326	        3.459791	        3.432705	       -0.026759
        0.003756	        0.891314	        0.732326	        3.459791	        3.431484	       -0.028589
        0.003451	        0.891009	        0.732631	        3.459791	        3.431179	       -0.027369
        0.003756	        0.891009	        0.732936	        3.460097	        3.431484	       -0.027064
        0.003451	        0.890704	        0.733241	        3.459181	        3.431484	       -0.027064
        0.003146	        0.891619	        0.732936	        3.460402	        3.431484	       -0.028895
        0.004061	        0.891619	        0.732631	        3.459486	        3.431179	       -0.027369
        0.004061	        0.891314	        0.733241	        3.459486	        3.431789	       -0.028895
        0.003756	        0.891619	        0.733241	        3.459486	        3.431789	       -0.026759
        0.003451	        0.891314	        0.732326	        3.459486	        3.431789	       -0.025843
        0.003756	        0.891314	        0.732631	        3.459181	        3.432399	       -0.027369
        0.003756	        0.891314	        0.732326	        3.459486	        3.431789	       -0.026148
        0.003451	        0.890704	        0.732631	        3.459791	        3.431484	       -0.028895
        0.003756	        0.891314	        0.732326	        3.459486	        3.431179	       -0.028589
        0.004061	        0.891009	        0.732631	        3.459791	        3.430873	       -0.027064
        0.004061	        0.891314	        0.732631	        3.459486	        3.430873	       -0.026759
        0.003756	        0.891924	        0.732936	        3.459791	        3.431179	       -0.027064
        0.003451	        0.891314	        0.732326	        3.459791	        3.430873	       -0.028589
        0.003756	        0.891314	        0.732936	        3.459791	        3.431179	       -0.027369
        0.004061	        0.891619	        0.732936	        3.459181	        3.430873	       -0.027064
        0.003756	        0.891619	        0.732631	        3.460097	        3.431179	       -0.028284
        0.004672	        0.891314	        0.732631	        3.459486	        3.431789	       -0.028284
        0.003451	        0.891314	        0.732936	        3.459791	        3.431484	       -0.027674
        0.004061	        0.891314	        0.732936	        3.459791	        3.431484	       -0.027674
        0.004061	        0.891314	        0.732326	        3.459791	        3.431484	       -0.028589
        0.004061	        0.891314	        0.732021	        3.459486	        3.431484	       -0.028895
        0.004061	        0.891009	        0.732936	        3.459181	        3.430568	       -0.028895
        0.004061	        0.891314	        0.732631	        3.459181	        3.431179	       -0.027369
        0.004061	        0.891314	        0.732326	        3.460097	        3.431484	       -0.027979
        0.003756	        0.891619	        0.733241	        3.460097	        3.431179	       -0.028895
        0.003451	        0.891314	        0.732936	        3.459486	        3.431484	       -0.027979
        0.004061	        0.891314	        0.732631	        3.459486	        3.431484	       -0.027674
        0.004061	        0.891924	        0.732631	        3.459791	        3.431484	       -0.026759
        0.004061	        0.891314	        0.732936	        3.459791	        3.431179	       -0.027369
        0.003756	        0.891924	        0.732631	        3.459181	        3.431179	       -0.028284
        0.003756	        0.891009	        0.732936	        3.459791	        3.431484	       -0.028895
        0.004061	        0.891009	        0.732631	        3.459486	        3.431484	       -0.027369
        0.003756	        0.891009	        0.732021	        3.460402	        3.431789	       -0.028284
        0.003756	        0.891619	        0.733241	        3.459791	        3.431179	       -0.028284
        0.004061	        0.891619	        0.732631	        3.459791	        3.431179	       -0.026759
        0.004061	        0.891619	        0.732631	        3.459486	        3.431484	       -0.027064
        0.003451	        0.891314	        0.732631	        3.459486	        3.430873	       -0.028589
        0.003756	        0.891314	        0.732936	        3.460097	        3.430873	       -0.027369
        0.003756	        0.891619	        0.732936	        3.459791	        3.431179	       -0.028895
        0.003451	        0.890704	        0.732936	        3.459181	        3.431789	       -0.028895
        0.003451	        0.891314	        0.732631	        3.459791	        3.430873	       -0.028895
        0.004061	        0.891619	        0.732631	        3.460097	        3.431179	       -0.028589
        0.004061	        0.891009	        0.732631	        3.459791	        3.431179	       -0.027064
        0.003756	        0.891619	        0.732631	        3.460097	        3.431179	       -0.028895
        0.003756	        0.891314	        0.733241	        3.459486	        3.430873	       -0.029200
