20
       -0.004177	        0.094288	        0.243514	        0.079133	        0.534484	        0.241784	       -0.008474	        1.207506
       -0.004482	        0.094288	        0.243514	        0.079133	        0.534789	        0.241784	       -0.008169	        1.211169
       -0.004177	        0.094288	        0.243209	        0.078828	        0.535094	        0.241478	       -0.008169	        1.203844
       -0.004177	        0.094593	        0.243209	        0.078828	        0.534789	        0.241478	       -0.009695	        1.204759
       -0.004482	        0.094288	        0.243209	        0.079133	        0.534789	        0.241784	       -0.008474	        1.205065
       -0.004177	        0.093983	        0.243514	        0.079133	        0.534789	        0.241478	       -0.007864	        1.203844
       -0.004482	        0.094288	        0.244124	        0.079439	        0.534484	        0.241478	       -0.008169	        1.204149
       -0.003872	        0.093983	        0.244124	        0.078828	        0.534484	        0.241784	       -0.010000	        1.203844
       -0.004177	        0.094593	        0.243819	        0.079439	        0.534789	        0.241784	       -0.009085	        1.213916
       -0.004177	        0.094288	        0.244124	        0.078828	        0.534789	        0.241173	       -0.008474	        1.213916
       -0.004482	        0.094593	        0.243209	        0.078828	        0.534789	        0.242089	       -0.008474	        1.205675
       -0.003872	        0.093678	        0.243209	        0.078523	        0.534484	        0.242089	       -0.007864	        1.211779
       -0.004177	        0.094899	        0.243209	        0.079133	        0.534178	        0.241478	       -0.008169	        1.213000
       -0.003872	        0.094288	        0.242904	        0.078523	        0.534484	        0.241784	       -0.008474	        1.210864
       -0.004177	        0.094288	        0.242904	        0.079133	        0.534178	        0.241784	       -0.007559	        1.210558
       -0.003872	        0.094288	        0.243819	        0.079439	        0.534178	        0.241478	       -0.010000	        1.210253
       -0.004177	        0.094593	        0.243209	        0.078828	        0.534484	        0.241784	       -0.008474	        1.213610
       -0.004177	        0.093983	        0.243514	        0.078828	        0.534789	        0.241478	       -0.009695	        1.214221
       -0.004482	        0.093983	        0.243819	        0.079439	        0.535094	        0.241784	       -0.008169	        1.208117
       -0.004482	        0.093983	        0.243819	        0.078828	        0.534789	        0.241784	       -0.010000	        1.206896
       -0.004177	        0.094593	        0.243819	        0.079133	        0.534789	        0.242089	       -0.009695	        1.205675
       -0.004177	        0.093983	        0.243819	        0.079744	        0.534178	        0.241478	       -0.009695	        1.205065
       -0.004177	        0.094288	        0.243819	        0.079744	        0.534484	        0.241784	       -0.009695	        1.204454
       -0.004177	        0.094288	        0.243514	        0.078828	        0.534789	        0.242089	       -0.008474	        1.204454
       -0.003872	        0.093983	        0.245040	        0.079133	        0.534484	        0.242089	       -0.009695	        1.203844
       -0.004787	        0.094288	        0.245040	        0.078523	        0.534178	        0.241478	       -0.010000	        1.213916
       -0.003872	        0.094593	        0.244430	        0.079133	        0.534484	        0.241478	       -0.008474	        1.213305
       -0.004787	        0.094288	        0.243819	        0.078828	        0.533873	        0.241173	       -0.009390	        1.205065
       -0.004482	        0.094593	        0.243819	        0.079133	        0.534484	        0.241784	       -0.009695	        1.213000
       -0.004177	        0.093983	        0.243514	        0.079133	        0.534484	        0.242089	       -0.008169	        1.213000
       -0.004177	        0.094288	        0.244124	        0.079133	        0.535094	        0.241478	       -0.010305	        1.215136
       -0.004177	        0.094288	        0.243514	        0.079133	        0.534789	        0.241478	       -0.009695	        1.212695
       -0.004177	        0.094288	        0.242904	        0.079133	        0.534484	        0.241478	       -0.009695	        1.207506
       -0.004787	        0.094288	        0.244124	        0.078523	        0.533263	        0.241784	       -0.009695	        1.211779
       -0.004177	        0.094288	        0.244124	        0.078523	        0.534789	        0.241173	       -0.009085	        1.209337
       -0.004177	        0.094593	        0.243209	        0.078828	        0.534484	        0.241478	       -0.010000	        1.215136
       -0.004482	        0.094288	        0.243819	        0.079439	        0.534178	        0.241478	       -0.007864	        1.209032
       -0.004177	        0.094593	        0.243514	        0.078828	        0.534484	        0.241784	       -0.008474	        1.207506
       -0.004482	        0.093983	        0.243514	        0.079133	        0.534484	        0.241784	       -0.008474	        1.212390
       -0.003872	        0.094899	        0.243209	        0.078828	        0.534178	        0.241478	       -0.008474	        1.215442
       -0.004177	        0.094288	        0.243819	        0.079439	        0.534484	        0.241478	       -0.009085	        1.214221
       -0.003872	        0.094288	        0.243819	        0.078523	        0.534789	        0.241784	       -0.010000	        1.215136
       -0.004482	        0.093983	        0.243819	        0.079133	        0.534178	        0.242089	       -0.009695	        1.204759
       -0.003872	        0.094288	        0.244430	        0.078828	        0.534789	        0.241478	       -0.008780	        1.213610
