English Unit Abbreviations=Time ( min ),Position ( mm ),Load ( kg ),Zona
Archivo de punto de datos de Partner
Inicio del ensayo Mon 16 Nov 2015 13:19:09
Tiempo ( min ),Posición ( mm ),Carga ( kg ),Zona
0,0,0,Velocidad 1
0.00083,0.002,0,Velocidad 1
0.00167,0,0,Velocidad 1
0.0025,0.002,0,Velocidad 1
0.00333,0.005,2,Velocidad 1
0.00417,0.01,8,Velocidad 1
0.005,0.017,18,Velocidad 1
0.00583,0.018,31,Velocidad 1
0.00667,0.022,46,Velocidad 1
0.0075,0.026,62,Velocidad 1
0.00833,0.03,79,Velocidad 1
0.00917,0.034,97,Velocidad 1
0.01,0.04,116,Velocidad 1
0.01083,0.044,134,Velocidad 1
0.01167,0.047,152,Velocidad 1
0.0125,0.05,170,Velocidad 1
0.01333,0.058,189,Velocidad 1
0.01417,0.062,207,Velocidad 1
0.015,0.065,225,Velocidad 1
0.01583,0.069,244,Velocidad 1
0.01667,0.073,262,Velocidad 1
0.0175,0.078,281,Velocidad 1
0.01833,0.082,300,Velocidad 1
0.01917,0.085,318,Velocidad 1
0.02,0.09,337,Velocidad 1
0.02083,0.094,356,Velocidad 1
0.02167,0.099,375,Velocidad 1
0.0225,0.102,394,Velocidad 1
0.02333,0.106,413,Velocidad 1
0.02417,0.11,433,Velocidad 1
0.025,0.116,453,Velocidad 1
0.02583,0.12,472,Velocidad 1
0.02667,0.124,492,Velocidad 1
0.0275,0.125,512,Velocidad 1
0.02833,0.133,532,Velocidad 1
0.02917,0.136,554,Velocidad 1
0.03,0.14,575,Velocidad 1
0.03083,0.146,596,Velocidad 1
0.03167,0.149,618,Velocidad 1
0.0325,0.153,639,Velocidad 1
0.03333,0.157,661,Velocidad 1
0.03417,0.161,682,Velocidad 1
0.035,0.166,705,Velocidad 1
0.03583,0.169,728,Velocidad 1
0.03667,0.172,750,Velocidad 1
0.0375,0.177,772,Velocidad 1
0.03833,0.182,795,Velocidad 1
0.03917,0.187,817,Velocidad 1
0.04,0.191,839,Velocidad 1
0.04083,0.195,862,Velocidad 1
0.04167,0.198,885,Velocidad 1
0.0425,0.204,906,Velocidad 1
0.04333,0.207,929,Velocidad 1
0.04417,0.213,952,Velocidad 1
0.045,0.215,975,Velocidad 1
0.04583,0.22,997,Velocidad 1
0.04667,0.223,1020,Velocidad 1
0.0475,0.227,1043,Velocidad 1
0.04833,0.232,1065,Velocidad 1
0.04917,0.237,1087,Velocidad 1
0.05,0.241,1109,Velocidad 1
0.05083,0.243,1132,Velocidad 1
0.05167,0.246,1156,Velocidad 1
0.0525,0.253,1178,Velocidad 1
0.05333,0.258,1200,Velocidad 1
0.05417,0.262,1223,Velocidad 1
0.055,0.266,1245,Velocidad 1
0.05583,0.27,1267,Velocidad 1
0.05667,0.275,1289,Velocidad 1
0.0575,0.277,1312,Velocidad 1
0.05833,0.282,1335,Velocidad 1
0.05917,0.287,1357,Velocidad 1
0.06,0.292,1379,Velocidad 1
0.06083,0.295,1401,Velocidad 1
0.06167,0.299,1424,Velocidad 1
0.0625,0.302,1446,Velocidad 1
0.06333,0.307,1469,Velocidad 1
0.06417,0.312,1491,Velocidad 1
0.065,0.314,1513,Velocidad 1
0.06583,0.321,1534,Velocidad 1
0.06667,0.324,1556,Velocidad 1
0.0675,0.329,1578,Velocidad 1
0.06833,0.333,1600,Velocidad 1
0.06917,0.336,1622,Velocidad 1
0.07,0.341,1644,Velocidad 1
0.07083,0.346,1666,Velocidad 1
0.07167,0.349,1688,Velocidad 1
0.0725,0.353,1710,Velocidad 1
0.07333,0.358,1732,Velocidad 1
0.07417,0.362,1754,Velocidad 1
0.075,0.367,1777,Velocidad 1
0.07583,0.369,1799,Velocidad 1
0.07667,0.373,1821,Velocidad 1
0.0775,0.378,1843,Velocidad 1
0.07833,0.383,1865,Velocidad 1
0.07917,0.387,1887,Velocidad 1
0.08,0.39,1909,Velocidad 1
0.08083,0.394,1931,Velocidad 1
0.08167,0.399,1953,Velocidad 1
0.0825,0.404,1975,Velocidad 1
0.08333,0.407,1996,Velocidad 1
0.08417,0.412,2018,Velocidad 1
0.085,0.417,2039,Velocidad 1
0.08583,0.42,2061,Velocidad 1
0.08667,0.425,2083,Velocidad 1
0.0875,0.427,2105,Velocidad 1
0.08833,0.433,2126,Velocidad 1
0.08917,0.437,2147,Velocidad 1
0.09,0.441,2168,Velocidad 1
0.09083,0.446,2189,Velocidad 1
0.09167,0.448,2210,Velocidad 1
0.0925,0.452,2232,Velocidad 1
0.09333,0.457,2253,Velocidad 1
0.09417,0.462,2274,Velocidad 1
0.095,0.466,2296,Velocidad 1
0.09583,0.468,2317,Velocidad 1
0.09667,0.475,2338,Velocidad 1
0.0975,0.479,2360,Velocidad 1
0.09833,0.483,2382,Velocidad 1
0.09917,0.487,2403,Velocidad 1
0.1,0.491,2423,Velocidad 1
0.10083,0.496,2444,Velocidad 1
0.10167,0.498,2465,Velocidad 1
0.1025,0.503,2486,Velocidad 1
0.10333,0.506,2506,Velocidad 1
0.10417,0.512,2527,Velocidad 1
0.105,0.516,2549,Velocidad 1
0.10583,0.52,2570,Velocidad 1
0.10667,0.524,2590,Velocidad 1
0.1075,0.531,2612,Velocidad 1
0.10833,0.533,2632,Velocidad 1
0.10917,0.536,2653,Velocidad 1
0.11,0.543,2673,Velocidad 1
0.11083,0.545,2693,Velocidad 1
0.11167,0.549,2714,Velocidad 1
0.1125,0.554,2734,Velocidad 1
0.11333,0.557,2755,Velocidad 1
0.11417,0.561,2776,Velocidad 1
0.115,0.566,2795,Velocidad 1
0.11583,0.57,2816,Velocidad 1
0.11667,0.574,2835,Velocidad 1
0.1175,0.579,2854,Velocidad 1
0.11833,0.582,2874,Velocidad 1
0.11917,0.587,2894,Velocidad 1
0.12,0.591,2914,Velocidad 1
0.12083,0.595,2934,Velocidad 1
0.12167,0.6,2954,Velocidad 1
0.1225,0.604,2973,Velocidad 1
0.12333,0.607,2992,Velocidad 1
0.12417,0.612,3011,Velocidad 1
0.125,0.615,3031,Velocidad 1
0.12583,0.62,3050,Velocidad 1
0.12667,0.625,3070,Velocidad 1
0.1275,0.629,3089,Velocidad 1
0.12833,0.632,3108,Velocidad 1
0.12917,0.638,3127,Velocidad 1
0.13,0.642,3146,Velocidad 1
0.13083,0.646,3166,Velocidad 1
0.13167,0.65,3185,Velocidad 1
0.1325,0.652,3204,Velocidad 1
0.13333,0.658,3223,Velocidad 1
0.13417,0.662,3242,Velocidad 1
0.135,0.666,3261,Velocidad 1
0.13583,0.67,3280,Velocidad 1
0.13667,0.676,3299,Velocidad 1
0.1375,0.679,3318,Velocidad 1
0.13833,0.683,3336,Velocidad 1
0.13917,0.688,3355,Velocidad 1
0.14,0.691,3374,Velocidad 1
0.14083,0.696,3392,Velocidad 1
0.14167,0.701,3410,Velocidad 1
0.1425,0.703,3429,Velocidad 1
0.14333,0.707,3447,Velocidad 1
0.14417,0.712,3466,Velocidad 1
0.145,0.716,3483,Velocidad 1
0.14583,0.721,3501,Velocidad 1
0.14667,0.724,3519,Velocidad 1
0.1475,0.729,3536,Velocidad 1
0.14833,0.733,3554,Velocidad 1
0.14917,0.736,3572,Velocidad 1
0.15,0.741,3590,Velocidad 1
0.15083,0.745,3608,Velocidad 1
0.15167,0.75,3626,Velocidad 1
0.1525,0.754,3643,Velocidad 1
0.15333,0.758,3660,Velocidad 1
0.15417,0.763,3677,Velocidad 1
0.155,0.767,3694,Velocidad 1
0.15583,0.77,3712,Velocidad 1
0.15667,0.774,3729,Velocidad 1
0.1575,0.779,3747,Velocidad 1
0.15833,0.783,3763,Velocidad 1
0.15917,0.787,3780,Velocidad 1
0.16,0.79,3796,Velocidad 1
0.16083,0.796,3813,Velocidad 1
0.16167,0.8,3830,Velocidad 1
0.1625,0.805,3847,Velocidad 1
0.16333,0.808,3863,Velocidad 1
0.16417,0.811,3879,Velocidad 1
0.165,0.816,3895,Velocidad 1
0.16583,0.819,3911,Velocidad 1
0.16667,0.825,3927,Velocidad 1
0.1675,0.828,3943,Velocidad 1
0.16833,0.833,3958,Velocidad 1
0.16917,0.837,3974,Velocidad 1
0.17,0.84,3990,Velocidad 1
0.17083,0.847,4006,Velocidad 1
0.17167,0.849,4022,Velocidad 1
0.1725,0.853,4037,Velocidad 1
0.17333,0.857,4053,Velocidad 1
0.17417,0.862,4069,Velocidad 1
0.175,0.865,4084,Velocidad 1
0.17583,0.869,4099,Velocidad 1
0.17667,0.875,4114,Velocidad 1
0.1775,0.878,4129,Velocidad 1
0.17833,0.882,4144,Velocidad 1
0.17917,0.888,4159,Velocidad 1
0.18,0.891,4174,Velocidad 1
0.18083,0.896,4188,Velocidad 1
0.18167,0.898,4203,Velocidad 1
0.1825,0.904,4217,Velocidad 1
0.18333,0.907,4232,Velocidad 1
0.18417,0.912,4247,Velocidad 1
0.185,0.916,4261,Velocidad 1
0.18583,0.92,4275,Velocidad 1
0.18667,0.924,4290,Velocidad 1
