English Unit Abbreviations=Time ( min ),Position ( mm ),Load ( kg ),Zona
Archivo de punto de datos de Partner
Inicio del ensayo Thu 21 Jul 2016 14:44:47
Tiempo ( min ),Posición ( mm ),Carga ( kg ),Zona
0,0,0,Velocidad 1
0.00083,0,0,Velocidad 1
0.00167,0,0,Velocidad 1
0.0025,0.001,0,Velocidad 1
0.00333,0.002,0,Velocidad 1
0.00417,0.002,1,Velocidad 1
0.005,0.002,4,Velocidad 1
0.00583,0.001,7,Velocidad 1
0.00667,0.003,11,Velocidad 1
0.0075,0.002,16,Velocidad 1
0.00833,0.004,22,Velocidad 1
0.00917,0.003,27,Velocidad 1
0.01,0.006,34,Velocidad 1
0.01083,0.006,44,Velocidad 1
0.01167,0.004,51,Velocidad 1
0.0125,0.006,56,Velocidad 1
0.01333,0.004,62,Velocidad 1
0.01417,0.006,70,Velocidad 1
0.015,0.007,77,Velocidad 1
0.01583,0.008,83,Velocidad 1
0.01667,0.008,89,Velocidad 1
0.0175,0.007,96,Velocidad 1
0.01833,0.008,103,Velocidad 1
0.01917,0.01,113,Velocidad 1
0.02,0.008,121,Velocidad 1
0.02083,0.009,126,Velocidad 1
0.02167,0.008,132,Velocidad 1
0.0225,0.011,139,Velocidad 1
0.02333,0.01,145,Velocidad 1
0.02417,0.012,150,Velocidad 1
0.025,0.012,156,Velocidad 1
0.02583,0.013,160,Velocidad 1
0.02667,0.013,167,Velocidad 1
0.0275,0.012,172,Velocidad 1
0.02833,0.012,177,Velocidad 1
0.02917,0.013,185,Velocidad 1
0.03,0.014,193,Velocidad 1
0.03083,0.014,200,Velocidad 1
0.03167,0.016,206,Velocidad 1
0.0325,0.016,213,Velocidad 1
0.03333,0.015,218,Velocidad 1
0.03417,0.015,223,Velocidad 1
0.035,0.015,230,Velocidad 1
0.03583,0.016,237,Velocidad 1
0.03667,0.018,244,Velocidad 1
0.0375,0.018,249,Velocidad 1
0.03833,0.017,253,Velocidad 1
0.03917,0.02,259,Velocidad 1
0.04,0.018,265,Velocidad 1
0.04083,0.019,271,Velocidad 1
0.04167,0.021,279,Velocidad 1
0.0425,0.019,287,Velocidad 1
0.04333,0.02,294,Velocidad 1
0.04417,0.021,301,Velocidad 1
0.045,0.022,306,Velocidad 1
0.04583,0.023,311,Velocidad 1
0.04667,0.024,315,Velocidad 1
0.0475,0.024,320,Velocidad 1
0.04833,0.025,325,Velocidad 1
0.04917,0.024,330,Velocidad 1
0.05,0.023,336,Velocidad 1
0.05083,0.024,341,Velocidad 1
0.05167,0.026,347,Velocidad 1
0.0525,0.026,353,Velocidad 1
0.05333,0.026,358,Velocidad 1
0.05417,0.027,363,Velocidad 1
0.055,0.026,368,Velocidad 1
0.05583,0.026,376,Velocidad 1
0.05667,0.028,383,Velocidad 1
0.0575,0.027,390,Velocidad 1
0.05833,0.029,397,Velocidad 1
0.05917,0.028,405,Velocidad 1
0.06,0.031,411,Velocidad 1
0.06083,0.03,417,Velocidad 1
0.06167,0.031,421,Velocidad 1
0.0625,0.03,427,Velocidad 1
0.06333,0.03,433,Velocidad 1
0.06417,0.031,439,Velocidad 1
0.065,0.032,443,Velocidad 1
0.06583,0.031,448,Velocidad 1
0.06667,0.033,453,Velocidad 1
0.0675,0.034,458,Velocidad 1
0.06833,0.032,462,Velocidad 1
0.06917,0.035,468,Velocidad 1
0.07,0.033,475,Velocidad 1
0.07083,0.035,481,Velocidad 1
0.07167,0.036,487,Velocidad 1
0.0725,0.037,494,Velocidad 1
0.07333,0.037,500,Velocidad 1
0.07417,0.035,505,Velocidad 1
0.075,0.038,511,Velocidad 1
0.07583,0.038,518,Velocidad 1
0.07667,0.036,525,Velocidad 1
0.0775,0.037,531,Velocidad 1
0.07833,0.04,537,Velocidad 1
0.07917,0.039,542,Velocidad 1
0.08,0.038,548,Velocidad 1
0.08083,0.039,554,Velocidad 1
0.08167,0.04,559,Velocidad 1
0.0825,0.04,565,Velocidad 1
0.08333,0.04,570,Velocidad 1
0.08417,0.041,576,Velocidad 1
0.085,0.042,581,Velocidad 1
0.08583,0.043,587,Velocidad 1
0.08667,0.042,593,Velocidad 1
0.0875,0.044,598,Velocidad 1
0.08833,0.042,603,Velocidad 1
0.08917,0.043,609,Velocidad 1
0.09,0.045,615,Velocidad 1
0.09083,0.045,620,Velocidad 1
0.09167,0.046,623,Velocidad 1
0.0925,0.047,627,Velocidad 1
0.09333,0.046,634,Velocidad 1
0.09417,0.047,640,Velocidad 1
0.095,0.046,646,Velocidad 1
0.09583,0.048,651,Velocidad 1
0.09667,0.048,656,Velocidad 1
0.0975,0.047,661,Velocidad 1
0.09833,0.048,667,Velocidad 1
0.09917,0.048,674,Velocidad 1
0.1,0.048,682,Velocidad 1
0.10083,0.05,688,Velocidad 1
0.10167,0.051,693,Velocidad 1
0.1025,0.051,699,Velocidad 1
0.10333,0.05,706,Velocidad 1
0.10417,0.051,713,Velocidad 1
0.105,0.051,719,Velocidad 1
0.10583,0.053,724,Velocidad 1
0.10667,0.054,731,Velocidad 1
0.1075,0.054,737,Velocidad 1
0.10833,0.052,741,Velocidad 1
0.10917,0.054,746,Velocidad 1
0.11,0.055,750,Velocidad 1
0.11083,0.055,755,Velocidad 1
0.11167,0.057,761,Velocidad 1
0.1125,0.053,767,Velocidad 1
0.11333,0.057,773,Velocidad 1
0.11417,0.055,779,Velocidad 1
0.115,0.057,786,Velocidad 1
0.11583,0.058,791,Velocidad 1
0.11667,0.058,796,Velocidad 1
0.1175,0.059,801,Velocidad 1
0.11833,0.057,806,Velocidad 1
0.11917,0.06,811,Velocidad 1
0.12,0.058,818,Velocidad 1
0.12083,0.06,822,Velocidad 1
0.12167,0.058,825,Velocidad 1
0.1225,0.061,830,Velocidad 1
0.12333,0.062,836,Velocidad 1
0.12417,0.062,840,Velocidad 1
0.125,0.062,845,Velocidad 1
0.12583,0.064,851,Velocidad 1
0.12667,0.062,859,Velocidad 1
0.1275,0.064,866,Velocidad 1
0.12833,0.062,872,Velocidad 1
0.12917,0.065,877,Velocidad 1
0.13,0.065,884,Velocidad 1
0.13083,0.064,890,Velocidad 1
0.13167,0.066,896,Velocidad 1
0.1325,0.065,902,Velocidad 1
0.13333,0.064,907,Velocidad 1
0.13417,0.066,912,Velocidad 1
0.135,0.066,917,Velocidad 1
0.13583,0.068,922,Velocidad 1
0.13667,0.068,927,Velocidad 1
0.1375,0.068,931,Velocidad 1
0.13833,0.067,935,Velocidad 1
0.13917,0.068,939,Velocidad 1
0.14,0.068,945,Velocidad 1
0.14083,0.069,952,Velocidad 1
0.14167,0.071,958,Velocidad 1
0.1425,0.07,963,Velocidad 1
0.14333,0.072,970,Velocidad 1
0.14417,0.072,975,Velocidad 1
0.145,0.072,978,Velocidad 1
0.14583,0.072,982,Velocidad 1
0.14667,0.073,987,Velocidad 1
0.1475,0.072,994,Velocidad 1
0.14833,0.074,998,Velocidad 1
0.14917,0.073,1003,Velocidad 1
0.15,0.075,1008,Velocidad 1
0.15083,0.074,1015,Velocidad 1
0.15167,0.074,1021,Velocidad 1
0.1525,0.077,1029,Velocidad 1
0.15333,0.075,1037,Velocidad 1
0.15417,0.077,1042,Velocidad 1
0.155,0.078,1048,Velocidad 1
0.15583,0.076,1053,Velocidad 1
0.15667,0.077,1059,Velocidad 1
0.1575,0.077,1066,Velocidad 1
0.15833,0.078,1071,Velocidad 1
0.15917,0.08,1075,Velocidad 1
0.16,0.078,1080,Velocidad 1
0.16083,0.081,1083,Velocidad 1
0.16167,0.081,1086,Velocidad 1
0.1625,0.08,1090,Velocidad 1
0.16333,0.08,1096,Velocidad 1
0.16417,0.08,1101,Velocidad 1
0.165,0.08,1107,Velocidad 1
0.16583,0.083,1114,Velocidad 1
0.16667,0.083,1119,Velocidad 1
0.1675,0.084,1124,Velocidad 1
0.16833,0.083,1129,Velocidad 1
0.16917,0.085,1135,Velocidad 1
0.17,0.085,1142,Velocidad 1
0.17083,0.084,1150,Velocidad 1
0.17167,0.086,1156,Velocidad 1
0.1725,0.086,1161,Velocidad 1
0.17333,0.085,1167,Velocidad 1
0.17417,0.087,1171,Velocidad 1
0.175,0.086,1176,Velocidad 1
0.17583,0.087,1181,Velocidad 1
0.17667,0.086,1187,Velocidad 1
0.1775,0.089,1192,Velocidad 1
0.17833,0.089,1197,Velocidad 1
0.17917,0.088,1200,Velocidad 1
0.18,0.091,1203,Velocidad 1
0.18083,0.09,1208,Velocidad 1
0.18167,0.091,1212,Velocidad 1
0.1825,0.09,1217,Velocidad 1
0.18333,0.09,1223,Velocidad 1
0.18417,0.091,1228,Velocidad 1
0.185,0.091,1233,Velocidad 1
0.18583,0.093,1237,Velocidad 1
0.18667,0.093,1242,Velocidad 1
0.1875,0.094,1246,Velocidad 1
0.18833,0.093,1249,Velocidad 1
0.18917,0.093,1254,Velocidad 1
0.19,0.095,1259,Velocidad 1
0.19083,0.094,1263,Velocidad 1
0.19167,0.101,1164,Velocidad 1
0.1925,0.096,729,Velocidad 1
0.19333,0.097,390,Velocidad 1
0.19417,0.097,146,Velocidad 1
