English Unit Abbreviations=Time ( min ),Position ( mm ),Load ( kg ),Zona
Archivo de punto de datos de Partner
Inicio del ensayo Wed 16 Dec 2015 15:13:41
Tiempo ( min ),Posición ( mm ),Carga ( kg ),Zona
0,0,0,Velocidad 1
0.00167,0.002,0,Velocidad 1
0.00333,0.002,0,Velocidad 1
0.005,0.003,0,Velocidad 1
0.00667,0.002,2,Velocidad 1
0.00833,0.004,5,Velocidad 1
0.01,0.005,8,Velocidad 1
0.01167,0.006,11,Velocidad 1
0.01333,0.008,14,Velocidad 1
0.015,0.006,18,Velocidad 1
0.01667,0.009,21,Velocidad 1
0.01833,0.007,23,Velocidad 1
0.02,0.009,26,Velocidad 1
0.02167,0.011,29,Velocidad 1
0.02333,0.012,32,Velocidad 1
0.025,0.013,34,Velocidad 1
0.02667,0.013,37,Velocidad 1
0.02833,0.016,40,Velocidad 1
0.03,0.015,44,Velocidad 1
0.03167,0.015,46,Velocidad 1
0.03333,0.018,49,Velocidad 1
0.035,0.016,52,Velocidad 1
0.03667,0.018,54,Velocidad 1
0.03833,0.018,57,Velocidad 1
0.04,0.019,60,Velocidad 1
0.04167,0.022,62,Velocidad 1
0.04333,0.019,64,Velocidad 1
0.045,0.02,66,Velocidad 1
0.04667,0.022,68,Velocidad 1
0.04833,0.024,71,Velocidad 1
0.05,0.024,73,Velocidad 1
0.05167,0.023,75,Velocidad 1
0.05333,0.027,76,Velocidad 1
0.055,0.025,78,Velocidad 1
0.05667,0.027,79,Velocidad 1
0.05833,0.029,80,Velocidad 1
0.06,0.031,82,Velocidad 1
0.06167,0.03,85,Velocidad 1
0.06333,0.032,86,Velocidad 1
0.065,0.031,88,Velocidad 1
0.06667,0.033,90,Velocidad 1
0.06833,0.033,91,Velocidad 1
0.07,0.033,93,Velocidad 1
0.07167,0.035,94,Velocidad 1
0.07333,0.035,96,Velocidad 1
0.075,0.035,97,Velocidad 1
0.07667,0.039,99,Velocidad 1
0.07833,0.04,101,Velocidad 1
0.08,0.038,103,Velocidad 1
0.08167,0.04,105,Velocidad 1
0.08333,0.042,108,Velocidad 1
0.085,0.041,109,Velocidad 1
0.08667,0.042,111,Velocidad 1
0.08833,0.044,111,Velocidad 1
0.09,0.044,113,Velocidad 1
0.09167,0.044,115,Velocidad 1
0.09333,0.048,115,Velocidad 1
0.095,0.048,117,Velocidad 1
0.09667,0.05,120,Velocidad 1
0.09833,0.047,121,Velocidad 1
0.1,0.051,122,Velocidad 1
