English Unit Abbreviations=Time ( min ),Position ( mm ),Load ( kg ),Zona
Archivo de punto de datos de Partner
Inicio del ensayo Wed 01 Jun 2016 14:39:20
Tiempo ( min ),Posición ( mm ),Carga ( kg ),Zona
0,0,0,Velocidad 1
0.00167,0.001,0,Velocidad 1
0.00333,0.001,0,Velocidad 1
0.005,0.007,1,Velocidad 1
0.00667,0.009,2,Velocidad 1
0.00833,0.012,4,Velocidad 1
0.01,0.016,5,Velocidad 1
0.01167,0.017,5,Velocidad 1
0.01333,0.022,6,Velocidad 1
0.015,0.027,6,Velocidad 1
0.01667,0.03,6,Velocidad 1
0.01833,0.032,6,Velocidad 1
0.02,0.036,6,Velocidad 1
0.02167,0.039,6,Velocidad 1
0.02333,0.043,6,Velocidad 1
0.025,0.045,6,Velocidad 1
0.02667,0.05,6,Velocidad 1
0.02833,0.054,6,Velocidad 1
0.03,0.055,6,Velocidad 1
0.03167,0.059,7,Velocidad 1
0.03333,0.063,7,Velocidad 1
0.035,0.065,7,Velocidad 1
0.03667,0.07,7,Velocidad 1
0.03833,0.072,7,Velocidad 1
0.04,0.076,7,Velocidad 1
0.04167,0.08,7,Velocidad 1
0.04333,0.083,7,Velocidad 1
0.045,0.088,7,Velocidad 1
0.04667,0.089,7,Velocidad 1
0.04833,0.092,7,Velocidad 1
0.05,0.094,7,Velocidad 1
0.05167,0.098,7,Velocidad 1
0.05333,0.104,7,Velocidad 1
0.055,0.108,7,Velocidad 1
0.05667,0.11,7,Velocidad 1
0.05833,0.113,7,Velocidad 1
0.06,0.116,7,Velocidad 1
0.06167,0.118,7,Velocidad 1
0.06333,0.124,7,Velocidad 1
0.065,0.127,7,Velocidad 1
0.06667,0.13,7,Velocidad 1
0.06833,0.13,8,Velocidad 1
0.07,0.137,8,Velocidad 1
0.07167,0.138,8,Velocidad 1
0.07333,0.143,8,Velocidad 1
0.075,0.145,8,Velocidad 1
0.07667,0.15,8,Velocidad 1
0.07833,0.152,9,Velocidad 1
0.08,0.157,9,Velocidad 1
0.08167,0.16,9,Velocidad 1
0.08333,0.165,9,Velocidad 1
0.085,0.166,9,Velocidad 1
0.08667,0.169,9,Velocidad 1
0.08833,0.171,9,Velocidad 1
0.09,0.176,10,Velocidad 1
0.09167,0.18,10,Velocidad 1
0.09333,0.183,10,Velocidad 1
0.095,0.187,11,Velocidad 1
0.09667,0.187,11,Velocidad 1
0.09833,0.193,12,Velocidad 1
0.1,0.194,12,Velocidad 1
0.10167,0.2,13,Velocidad 1
0.10333,0.2,14,Velocidad 1
0.105,0.207,15,Velocidad 1
0.10667,0.208,16,Velocidad 1
0.10833,0.213,18,Velocidad 1
0.11,0.215,19,Velocidad 1
0.11167,0.22,21,Velocidad 1
0.11333,0.223,22,Velocidad 1
0.115,0.226,24,Velocidad 1
0.11667,0.228,26,Velocidad 1
0.11833,0.234,28,Velocidad 1
0.12,0.238,30,Velocidad 1
0.12167,0.239,31,Velocidad 1
0.12333,0.242,33,Velocidad 1
0.125,0.245,34,Velocidad 1
0.12667,0.25,35,Velocidad 1
0.12833,0.254,35,Velocidad 1
0.13,0.257,36,Velocidad 1
0.13167,0.26,36,Velocidad 1
0.13333,0.261,37,Velocidad 1
0.135,0.267,37,Velocidad 1
0.13667,0.269,38,Velocidad 1
0.13833,0.273,39,Velocidad 1
0.14,0.276,39,Velocidad 1
0.14167,0.278,40,Velocidad 1
0.14333,0.283,41,Velocidad 1
0.145,0.285,42,Velocidad 1
0.14667,0.29,43,Velocidad 1
0.14833,0.291,44,Velocidad 1
0.15,0.296,45,Velocidad 1
0.15167,0.298,46,Velocidad 1
0.15333,0.303,47,Velocidad 1
0.155,0.304,48,Velocidad 1
0.15667,0.31,49,Velocidad 1
0.15833,0.313,51,Velocidad 1
0.16,0.314,52,Velocidad 1
0.16167,0.321,54,Velocidad 1
0.16333,0.323,54,Velocidad 1
0.165,0.325,56,Velocidad 1
0.16667,0.329,57,Velocidad 1
0.16833,0.332,59,Velocidad 1
0.17,0.335,60,Velocidad 1
0.17167,0.34,62,Velocidad 1
0.17333,0.343,65,Velocidad 1
0.175,0.347,66,Velocidad 1
0.17667,0.349,68,Velocidad 1
0.17833,0.353,70,Velocidad 1
0.18,0.357,73,Velocidad 1
0.18167,0.361,75,Velocidad 1
0.18333,0.361,77,Velocidad 1
0.185,0.367,79,Velocidad 1
0.18667,0.369,81,Velocidad 1
0.18833,0.374,83,Velocidad 1
0.19,0.375,86,Velocidad 1
0.19167,0.38,88,Velocidad 1
0.19333,0.383,90,Velocidad 1
0.195,0.384,92,Velocidad 1
0.19667,0.39,95,Velocidad 1
0.19833,0.394,97,Velocidad 1
0.2,0.397,99,Velocidad 1
0.20167,0.399,102,Velocidad 1
0.20333,0.403,104,Velocidad 1
0.205,0.404,107,Velocidad 1
0.20667,0.41,111,Velocidad 1
0.20833,0.413,113,Velocidad 1
0.21,0.416,116,Velocidad 1
0.21167,0.42,119,Velocidad 1
0.21333,0.42,122,Velocidad 1
0.215,0.427,125,Velocidad 1
0.21667,0.428,128,Velocidad 1
0.21833,0.434,132,Velocidad 1
0.22,0.436,136,Velocidad 1
0.22167,0.439,139,Velocidad 1
0.22333,0.441,144,Velocidad 1
0.225,0.445,148,Velocidad 1
0.22667,0.449,152,Velocidad 1
0.22833,0.452,156,Velocidad 1
0.23,0.454,161,Velocidad 1
0.23167,0.46,166,Velocidad 1
0.23333,0.462,170,Velocidad 1
0.235,0.466,175,Velocidad 1
0.23667,0.469,180,Velocidad 1
