English Unit Abbreviations=Time ( min ),Position ( mm ),Load ( kg ),Zona
Archivo de punto de datos de Partner
Inicio del ensayo Wed 01 Jun 2016 13:48:19
Tiempo ( min ),Posición ( mm ),Carga ( kg ),Zona
0,0,0,Velocidad 1
0.00167,0,0,Velocidad 1
0.00333,-0.002,0,Velocidad 1
0.005,0.005,0,Velocidad 1
0.00667,0.005,0,Velocidad 1
0.00833,0.01,1,Velocidad 1
0.01,0.011,1,Velocidad 1
0.01167,0.016,1,Velocidad 1
0.01333,0.02,2,Velocidad 1
0.015,0.024,2,Velocidad 1
0.01667,0.025,3,Velocidad 1
0.01833,0.029,3,Velocidad 1
0.02,0.033,4,Velocidad 1
0.02167,0.037,4,Velocidad 1
0.02333,0.04,4,Velocidad 1
0.025,0.045,5,Velocidad 1
0.02667,0.048,5,Velocidad 1
0.02833,0.049,5,Velocidad 1
0.03,0.053,5,Velocidad 1
0.03167,0.058,5,Velocidad 1
0.03333,0.061,5,Velocidad 1
0.035,0.065,5,Velocidad 1
0.03667,0.068,5,Velocidad 1
0.03833,0.069,5,Velocidad 1
0.04,0.073,5,Velocidad 1
0.04167,0.078,5,Velocidad 1
0.04333,0.082,5,Velocidad 1
0.045,0.085,5,Velocidad 1
0.04667,0.088,5,Velocidad 1
0.04833,0.09,5,Velocidad 1
0.05,0.094,5,Velocidad 1
0.05167,0.1,5,Velocidad 1
0.05333,0.101,5,Velocidad 1
0.055,0.105,5,Velocidad 1
0.05667,0.108,5,Velocidad 1
0.05833,0.112,5,Velocidad 1
0.06,0.115,5,Velocidad 1
0.06167,0.118,5,Velocidad 1
0.06333,0.12,5,Velocidad 1
0.065,0.123,5,Velocidad 1
0.06667,0.127,5,Velocidad 1
0.06833,0.132,5,Velocidad 1
0.07,0.135,5,Velocidad 1
0.07167,0.136,5,Velocidad 1
0.07333,0.141,5,Velocidad 1
0.075,0.145,5,Velocidad 1
0.07667,0.148,5,Velocidad 1
0.07833,0.151,6,Velocidad 1
0.08,0.154,6,Velocidad 1
0.08167,0.158,6,Velocidad 1
0.08333,0.161,6,Velocidad 1
0.085,0.163,6,Velocidad 1
0.08667,0.168,6,Velocidad 1
0.08833,0.171,6,Velocidad 1
0.09,0.173,6,Velocidad 1
0.09167,0.178,6,Velocidad 1
0.09333,0.182,6,Velocidad 1
0.095,0.184,6,Velocidad 1
0.09667,0.189,6,Velocidad 1
0.09833,0.192,6,Velocidad 1
0.1,0.193,6,Velocidad 1
0.10167,0.198,6,Velocidad 1
0.10333,0.202,6,Velocidad 1
0.105,0.203,6,Velocidad 1
0.10667,0.208,6,Velocidad 1
0.10833,0.21,6,Velocidad 1
0.11,0.213,6,Velocidad 1
0.11167,0.218,6,Velocidad 1
0.11333,0.221,6,Velocidad 1
0.115,0.225,6,Velocidad 1
0.11667,0.227,6,Velocidad 1
0.11833,0.231,7,Velocidad 1
0.12,0.234,7,Velocidad 1
0.12167,0.238,7,Velocidad 1
0.12333,0.242,7,Velocidad 1
0.125,0.243,7,Velocidad 1
0.12667,0.248,7,Velocidad 1
0.12833,0.252,7,Velocidad 1
0.13,0.255,7,Velocidad 1
0.13167,0.259,7,Velocidad 1
0.13333,0.261,7,Velocidad 1
0.135,0.265,7,Velocidad 1
0.13667,0.269,7,Velocidad 1
0.13833,0.271,7,Velocidad 1
0.14,0.273,7,Velocidad 1
0.14167,0.278,7,Velocidad 1
0.14333,0.28,7,Velocidad 1
0.145,0.285,7,Velocidad 1
0.14667,0.288,8,Velocidad 1
0.14833,0.29,8,Velocidad 1
0.15,0.295,8,Velocidad 1
