English Unit Abbreviations=Time ( min ),Position ( mm ),Load ( kg ),Zona
Archivo de punto de datos de Partner
Inicio del ensayo Fri 27 May 2016 16:11:21
Tiempo ( min ),Posición ( mm ),Carga ( kg ),Zona
0,0,0,Velocidad 1
0.00167,-0.002,0,Velocidad 1
0.00333,-0.001,0,Velocidad 1
0.005,0.003,0,Velocidad 1
0.00667,0.008,1,Velocidad 1
0.00833,0.009,1,Velocidad 1
0.01,0.013,1,Velocidad 1
0.01167,0.018,1,Velocidad 1
0.01333,0.02,2,Velocidad 1
0.015,0.024,3,Velocidad 1
0.01667,0.027,3,Velocidad 1
0.01833,0.03,4,Velocidad 1
0.02,0.034,4,Velocidad 1
0.02167,0.037,4,Velocidad 1
0.02333,0.04,5,Velocidad 1
0.025,0.043,5,Velocidad 1
0.02667,0.046,5,Velocidad 1
0.02833,0.049,5,Velocidad 1
0.03,0.055,6,Velocidad 1
0.03167,0.057,6,Velocidad 1
0.03333,0.061,6,Velocidad 1
0.035,0.064,6,Velocidad 1
0.03667,0.068,6,Velocidad 1
0.03833,0.071,7,Velocidad 1
0.04,0.074,7,Velocidad 1
0.04167,0.078,7,Velocidad 1
0.04333,0.081,7,Velocidad 1
0.045,0.085,7,Velocidad 1
0.04667,0.088,7,Velocidad 1
0.04833,0.091,7,Velocidad 1
0.05,0.093,7,Velocidad 1
0.05167,0.096,7,Velocidad 1
0.05333,0.101,8,Velocidad 1
0.055,0.105,8,Velocidad 1
0.05667,0.108,8,Velocidad 1
0.05833,0.112,8,Velocidad 1
0.06,0.114,8,Velocidad 1
0.06167,0.118,8,Velocidad 1
0.06333,0.121,8,Velocidad 1
0.065,0.123,8,Velocidad 1
0.06667,0.129,8,Velocidad 1
0.06833,0.13,9,Velocidad 1
0.07,0.133,9,Velocidad 1
0.07167,0.138,9,Velocidad 1
0.07333,0.14,9,Velocidad 1
0.075,0.145,9,Velocidad 1
0.07667,0.148,9,Velocidad 1
0.07833,0.15,9,Velocidad 1
0.08,0.154,9,Velocidad 1
0.08167,0.158,10,Velocidad 1
0.08333,0.16,10,Velocidad 1
0.085,0.163,10,Velocidad 1
0.08667,0.168,10,Velocidad 1
0.08833,0.169,10,Velocidad 1
0.09,0.174,11,Velocidad 1
0.09167,0.178,11,Velocidad 1
0.09333,0.18,11,Velocidad 1
0.095,0.185,12,Velocidad 1
0.09667,0.188,12,Velocidad 1
0.09833,0.192,12,Velocidad 1
0.1,0.195,13,Velocidad 1
0.10167,0.198,13,Velocidad 1
0.10333,0.202,13,Velocidad 1
0.105,0.205,13,Velocidad 1
0.10667,0.208,14,Velocidad 1
