English Unit Abbreviations=Time ( min ),Position ( mm ),Load ( kg ),Zona
Archivo de punto de datos de Partner
Inicio del ensayo Fri 27 May 2016 15:41:35
Tiempo ( min ),Posición ( mm ),Carga ( kg ),Zona
0,0,0,Velocidad 1
0.00167,0.002,0,Velocidad 1
0.00333,0.002,0,Velocidad 1
0.005,0.005,0,Velocidad 1
0.00667,0.008,1,Velocidad 1
0.00833,0.011,1,Velocidad 1
0.01,0.015,2,Velocidad 1
0.01167,0.018,2,Velocidad 1
0.01333,0.021,3,Velocidad 1
0.015,0.023,3,Velocidad 1
0.01667,0.028,4,Velocidad 1
0.01833,0.032,4,Velocidad 1
0.02,0.035,5,Velocidad 1
0.02167,0.037,5,Velocidad 1
0.02333,0.041,5,Velocidad 1
0.025,0.045,5,Velocidad 1
0.02667,0.047,6,Velocidad 1
0.02833,0.053,6,Velocidad 1
0.03,0.055,6,Velocidad 1
0.03167,0.057,7,Velocidad 1
0.03333,0.062,7,Velocidad 1
0.035,0.064,7,Velocidad 1
0.03667,0.068,7,Velocidad 1
0.03833,0.072,7,Velocidad 1
0.04,0.074,7,Velocidad 1
0.04167,0.079,7,Velocidad 1
0.04333,0.083,8,Velocidad 1
0.045,0.086,8,Velocidad 1
0.04667,0.089,8,Velocidad 1
0.04833,0.092,8,Velocidad 1
0.05,0.095,8,Velocidad 1
0.05167,0.099,8,Velocidad 1
0.05333,0.103,8,Velocidad 1
0.055,0.105,8,Velocidad 1
0.05667,0.11,8,Velocidad 1
0.05833,0.11,8,Velocidad 1
0.06,0.116,8,Velocidad 1
0.06167,0.118,8,Velocidad 1
0.06333,0.122,8,Velocidad 1
0.065,0.124,8,Velocidad 1
0.06667,0.13,8,Velocidad 1
0.06833,0.133,8,Velocidad 1
0.07,0.134,8,Velocidad 1
0.07167,0.138,8,Velocidad 1
0.07333,0.142,8,Velocidad 1
0.075,0.145,8,Velocidad 1
0.07667,0.149,8,Velocidad 1
0.07833,0.152,8,Velocidad 1
0.08,0.156,8,Velocidad 1
0.08167,0.159,8,Velocidad 1
0.08333,0.161,8,Velocidad 1
0.085,0.166,8,Velocidad 1
0.08667,0.167,8,Velocidad 1
0.08833,0.173,8,Velocidad 1
0.09,0.174,9,Velocidad 1
0.09167,0.177,9,Velocidad 1
0.09333,0.182,9,Velocidad 1
0.095,0.186,9,Velocidad 1
0.09667,0.19,9,Velocidad 1
0.09833,0.191,9,Velocidad 1
0.1,0.197,9,Velocidad 1
0.10167,0.199,9,Velocidad 1
0.10333,0.203,9,Velocidad 1
0.105,0.205,10,Velocidad 1
0.10667,0.209,10,Velocidad 1
0.10833,0.212,10,Velocidad 1
0.11,0.216,10,Velocidad 1
0.11167,0.22,10,Velocidad 1
0.11333,0.222,10,Velocidad 1
0.115,0.226,10,Velocidad 1
0.11667,0.229,10,Velocidad 1
0.11833,0.232,10,Velocidad 1
0.12,0.236,10,Velocidad 1
0.12167,0.239,11,Velocidad 1
0.12333,0.243,11,Velocidad 1
0.125,0.245,11,Velocidad 1
0.12667,0.247,11,Velocidad 1
0.12833,0.252,11,Velocidad 1
0.13,0.256,11,Velocidad 1
0.13167,0.257,11,Velocidad 1
0.13333,0.262,11,Velocidad 1
0.135,0.264,11,Velocidad 1
0.13667,0.269,12,Velocidad 1
0.13833,0.272,12,Velocidad 1
0.14,0.275,12,Velocidad 1
0.14167,0.279,12,Velocidad 1
0.14333,0.282,12,Velocidad 1
0.145,0.286,12,Velocidad 1
0.14667,0.289,12,Velocidad 1
0.14833,0.293,12,Velocidad 1
0.15,0.296,12,Velocidad 1
0.15167,0.299,12,Velocidad 1
0.15333,0.303,12,Velocidad 1
0.155,0.306,12,Velocidad 1
0.15667,0.309,12,Velocidad 1
0.15833,0.313,12,Velocidad 1
0.16,0.317,12,Velocidad 1
0.16167,0.319,12,Velocidad 1
0.16333,0.322,12,Velocidad 1
0.165,0.326,12,Velocidad 1
0.16667,0.329,13,Velocidad 1
0.16833,0.332,13,Velocidad 1
0.17,0.336,13,Velocidad 1
0.17167,0.339,13,Velocidad 1
0.17333,0.342,13,Velocidad 1
