English Unit Abbreviations=Time ( min ),Position ( mm ),Load ( kg ),Zona
Archivo de punto de datos de Partner
Inicio del ensayo Fri 27 May 2016 15:23:43
Tiempo ( min ),Posición ( mm ),Carga ( kg ),Zona
0,0,0,Velocidad 1
0.00167,0.001,0,Velocidad 1
0.00333,0.003,0,Velocidad 1
0.005,0.004,0,Velocidad 1
0.00667,0.007,0,Velocidad 1
0.00833,0.006,0,Velocidad 1
0.01,0.007,1,Velocidad 1
0.01167,0.01,1,Velocidad 1
0.01333,0.01,1,Velocidad 1
0.015,0.013,1,Velocidad 1
0.01667,0.016,1,Velocidad 1
0.01833,0.018,1,Velocidad 1
0.02,0.019,1,Velocidad 1
0.02167,0.021,1,Velocidad 1
0.02333,0.023,1,Velocidad 1
0.025,0.024,1,Velocidad 1
0.02667,0.024,1,Velocidad 1
0.02833,0.027,1,Velocidad 1
0.03,0.027,1,Velocidad 1
0.03167,0.03,1,Velocidad 1
0.03333,0.032,1,Velocidad 1
0.035,0.032,1,Velocidad 1
0.03667,0.034,1,Velocidad 1
0.03833,0.038,1,Velocidad 1
0.04,0.038,1,Velocidad 1
0.04167,0.039,1,Velocidad 1
0.04333,0.042,1,Velocidad 1
0.045,0.044,1,Velocidad 1
0.04667,0.047,0,Velocidad 1
0.04833,0.047,0,Velocidad 1
0.05,0.049,1,Velocidad 1
0.05167,0.049,1,Velocidad 1
0.05333,0.05,1,Velocidad 1
0.055,0.055,1,Velocidad 1
0.05667,0.056,1,Velocidad 1
0.05833,0.057,1,Velocidad 1
0.06,0.06,1,Velocidad 1
0.06167,0.061,1,Velocidad 1
0.06333,0.061,1,Velocidad 1
0.065,0.063,1,Velocidad 1
0.06667,0.066,1,Velocidad 1
0.06833,0.067,1,Velocidad 1
0.07,0.067,1,Velocidad 1
0.07167,0.071,1,Velocidad 1
0.07333,0.071,1,Velocidad 1
0.075,0.075,1,Velocidad 1
0.07667,0.076,1,Velocidad 1
0.07833,0.078,1,Velocidad 1
0.08,0.08,1,Velocidad 1
0.08167,0.081,1,Velocidad 1
0.08333,0.083,1,Velocidad 1
0.085,0.082,1,Velocidad 1
0.08667,0.086,1,Velocidad 1
0.08833,0.086,1,Velocidad 1
0.09,0.089,1,Velocidad 1
0.09167,0.089,1,Velocidad 1
0.09333,0.093,1,Velocidad 1
0.095,0.094,1,Velocidad 1
0.09667,0.097,1,Velocidad 1
