20
       -0.003567	        0.289273	        0.523315	        3.258075	        3.615827	       -0.030115
       -0.002957	        0.289578	        0.522094	        3.257465	        3.616132	       -0.028895
       -0.003872	        0.289273	        0.522704	        3.257160	        3.615827	       -0.030115
       -0.003872	        0.288968	        0.523315	        3.257770	        3.615217	       -0.031031
       -0.003567	        0.289273	        0.523009	        3.257770	        3.615522	       -0.029505
       -0.003872	        0.288968	        0.523315	        3.257770	        3.615217	       -0.030420
       -0.002957	        0.289578	        0.523009	        3.257465	        3.615217	       -0.030115
       -0.002957	        0.288968	        0.523620	        3.257465	        3.615217	       -0.028895
       -0.003262	        0.288968	        0.523009	        3.257770	        3.615217	       -0.028895
       -0.003262	        0.289273	        0.523009	        3.258075	        3.615827	       -0.029810
       -0.003567	        0.288968	        0.523315	        3.257770	        3.614912	       -0.028895
       -0.003567	        0.289273	        0.523620	        3.257770	        3.614912	       -0.029200
       -0.003262	        0.289273	        0.523315	        3.257160	        3.616132	       -0.028895
       -0.003262	        0.289578	        0.523009	        3.257770	        3.615522	       -0.028895
       -0.003567	        0.288968	        0.523315	        3.257465	        3.615217	       -0.028589
       -0.003262	        0.289273	        0.523009	        3.257465	        3.615827	       -0.028895
       -0.003262	        0.289578	        0.523009	        3.257465	        3.615522	       -0.028895
       -0.003262	        0.289273	        0.523009	        3.257465	        3.615522	       -0.030726
       -0.003262	        0.289273	        0.523009	        3.257465	        3.615522	       -0.029505
       -0.003262	        0.289273	        0.522704	        3.257465	        3.616132	       -0.029505
       -0.002957	        0.289273	        0.523315	        3.257770	        3.615522	       -0.028895
       -0.003872	        0.288968	        0.523009	        3.258380	        3.615522	       -0.030420
       -0.003567	        0.289883	        0.523009	        3.257770	        3.615827	       -0.027979
       -0.003262	        0.288662	        0.522704	        3.257770	        3.615827	       -0.028589
       -0.003262	        0.289578	        0.523009	        3.257465	        3.615522	       -0.030420
       -0.003262	        0.288662	        0.523620	        3.257465	        3.616132	       -0.028284
       -0.003262	        0.288968	        0.523009	        3.257465	        3.616743	       -0.029200
       -0.003262	        0.289273	        0.522399	        3.257465	        3.614606	       -0.029505
       -0.003262	        0.289273	        0.522704	        3.257160	        3.615522	       -0.029200
       -0.003567	        0.288968	        0.523315	        3.257770	        3.615217	       -0.028895
       -0.003262	        0.289273	        0.523009	        3.257770	        3.615522	       -0.029200
       -0.003262	        0.288357	        0.523009	        3.257465	        3.615217	       -0.030726
       -0.003567	        0.288968	        0.523315	        3.257465	        3.615217	       -0.028284
       -0.003872	        0.288968	        0.523009	        3.257465	        3.614912	       -0.029505
       -0.003567	        0.289273	        0.523009	        3.257465	        3.614912	       -0.029200
       -0.003262	        0.288968	        0.523315	        3.257770	        3.616132	       -0.029505
       -0.003262	        0.288968	        0.523009	        3.257770	        3.615827	       -0.030726
       -0.003262	        0.288662	        0.522704	        3.257465	        3.615827	       -0.029200
       -0.002957	        0.289578	        0.522704	        3.257465	        3.616132	       -0.028589
       -0.003567	        0.289273	        0.523315	        3.257770	        3.615522	       -0.028895
       -0.003567	        0.288968	        0.522704	        3.257770	        3.615827	       -0.028895
       -0.003262	        0.289273	        0.523009	        3.257160	        3.616438	       -0.028895
       -0.003262	        0.289273	        0.522704	        3.257465	        3.616132	       -0.029200
       -0.003262	        0.288968	        0.522704	        3.258075	        3.615827	       -0.029200
       -0.003262	        0.288968	        0.522704	        3.257465	        3.615522	       -0.028895
       -0.003567	        0.289578	        0.523009	        3.257770	        3.616132	       -0.029200
       -0.003872	        0.288968	        0.523009	        3.257465	        3.616132	       -0.028895
       -0.003262	        0.288662	        0.522399	        3.256854	        3.615217	       -0.028589
       -0.002651	        0.288968	        0.522704	        3.258075	        3.615827	       -0.030115
