0	-0.00029226	-0.00016293	0.00058758
0.005	-0.00021181	-7.8411e-05	0.0006558
0.01	-0.00012016	8.1466e-06	0.00073727
0.015	-2.5458e-05	8.3503e-05	0.0008279
0.02	5.1935e-05	0.00011609	0.00089206
0.025	9.776e-05	9.5723e-05	0.00088798
0.03	0.00011303	2.9532e-05	0.00077902
0.035	0.00010692	-5.2953e-05	0.00054277
0.04	9.165e-05	-0.00011914	0.00019043
0.045	7.6375e-05	-0.00014155	-0.0002332
0.05	6.8228e-05	-0.00010998	-0.00065479
0.055	6.4155e-05	-3.1568e-05	-0.00099084
0.06	6.3136e-05	6.9246e-05	-0.0011792
0.065	6.4155e-05	0.00016395	-0.0011955
0.07	7.0265e-05	0.00023014	-0.0010652
0.075	8.3503e-05	0.00025866	-0.00085132
0.08	0.00010285	0.00025255	-0.00063646
0.085	0.00012016	0.00022505	-0.00049287
0.09	0.00012016	0.00019246	-0.00045519
0.095	8.7576e-05	0.00016497	-0.00051324
0.1	1.4257e-05	0.0001446	-0.00062118
0.105	-9.5723e-05	0.00012729	-0.00071283
0.11	-0.000222	0.00010591	-0.00073931
0.115	-0.00033401	7.4338e-05	-0.00067719
0.12	-0.00039715	3.4623e-05	-0.0005387
0.125	-0.00039104	-9.165e-06	-0.00036354
0.13	-0.00031365	-4.9898e-05	-0.00019348
0.135	-0.00018635	-8.1466e-05	-5.7026e-05
0.14	-4.277e-05	-0.00010183	4.3788e-05
0.145	7.8411e-05	-0.00011202	0.00013035
0.15	0.00015071	-0.00011507	0.00023218
0.155	0.00016395	-0.000111	0.00036965
0.16	0.00013238	-9.8778e-05	0.00053666
0.165	8.2485e-05	-7.1283e-05	0.00069756
0.17	3.9715e-05	-2.444e-05	0.00079837
0.175	2.5458e-05	4.4807e-05	0.0007831
0.18	4.1752e-05	0.00012627	0.00062322
0.185	7.7393e-05	0.00020774	0.00032281
0.19	0.00011303	0.00026986	-7.0265e-05
0.195	0.00013136	0.00029633	-0.00048167
0.2	0.00012424	0.00028208	-0.00082587
0.205	9.6741e-05	0.00023523	-0.0010265
0.21	6.2118e-05	0.00017515	-0.0010387
0.215	3.9715e-05	0.00012627	-0.00085642
0.22	3.9715e-05	0.00010591	-0.00051222
0.225	6.3136e-05	0.00011914	-6.8228e-05
0.23	9.9796e-05	0.00015479	0.00039919
0.235	0.00013238	0.00018941	0.00081059
0.24	0.00014257	0.0001945	0.0010998
0.245	0.00012118	0.00015173	0.0012271
0.25	6.9246e-05	6.5173e-05	0.0011802
0.255	-1.0183e-06	-4.3788e-05	0.00097862
0.26	-6.9246e-05	-0.00013646	0.00066599
0.265	-0.00011507	-0.00017515	0.00030143
0.27	-0.00012831	-0.00013747	-5.8045e-05
0.275	-0.00010489	-2.9532e-05	-0.00036354
0.28	-5.7026e-05	0.00011711	-0.00058758
0.285	2.0367e-06	0.00024745	-0.00072607
0.29	5.3971e-05	0.00030652	-0.00079022
0.295	8.9613e-05	0.00025764	-0.00080143
0.3	0.00010489	9.776e-05	-0.00078208
0.305	0.00010285	-0.00014053	-0.00074644
0.31	9.4705e-05	-0.00039613	-0.00070061
0.315	8.6558e-05	-0.0005998	-0.00064664
0.32	8.4521e-05	-0.00069959	-0.00058147
0.325	8.554e-05	-0.00067312	-0.00050815
0.33	8.8595e-05	-0.0005387	-0.00043075
0.335	8.9613e-05	-0.00034521	-0.00035947
0.34	8.6558e-05	-0.0001558	-0.00030244
0.345	8.2485e-05	-2.6477e-05	-0.00026477
0.35	8.1466e-05	1.4257e-05	-0.00024644
0.355	8.4521e-05	-2.5458e-05	-0.0002444
0.36	9.2668e-05	-0.000111	-0.00025153
0.365	0.00010081	-0.00019246	-0.00025866
0.37	0.00010489	-0.00022301	-0.00025967
0.375	9.8778e-05	-0.00017923	-0.00024338
0.38	8.4521e-05	-6.6191e-05	-0.00020265
0.385	6.9246e-05	8.1466e-05	-0.00013238
0.39	6.4155e-05	0.00021589	-2.9532e-05
0.395	7.4338e-05	0.00029328	9.776e-05
0.4	9.9796e-05	0.00028411	0.00023422
0.405	0.00012831	0.00019145	0.00036253
0.41	0.00014053	4.0733e-05	0.00046538
0.415	0.00011711	-0.00012525	0.00053564
0.42	4.5825e-05	-0.00025967	0.00057841
0.425	-6.9246e-05	-0.00033299	0.00061202
0.43	-0.00020774	-0.00033299	0.00065784
0.435	-0.00033707	-0.00027291	0.00072709
0.44	-0.00042464	-0.00018432	0.00081772
0.445	-0.00044501	-0.00010081	0.00090631
0.45	-0.00039104	-4.888e-05	0.00095316
0.455	-0.00027902	-4.0733e-05	0.00092261
0.46	-0.00013849	-6.9246e-05	0.00079124
0.465	-3.055e-06	-0.00011507	0.00056314
0.47	9.8778e-05	-0.00015173	0.00026986
0.475	0.00015173	-0.00016191	-3.666e-05
0.48	0.00015682	-0.00013849	-0.00030754
0.485	0.00012729	-8.8595e-05	-0.00050509
0.49	8.2485e-05	-3.055e-05	-0.00062118
0.495	3.8697e-05	1.5275e-05	-0.00066701
0.5	7.1283e-06	3.055e-05	-0.00066904
0.505	-9.165e-06	1.222e-05	-0.0006446
0.51	-1.3238e-05	-3.4623e-05	-0.00059878
0.515	-5.0916e-06	-9.4705e-05	-0.00052037
0.52	1.0183e-05	-0.00014969	-0.00039409
0.525	3.4623e-05	-0.00018534	-0.00021181
0.53	6.5173e-05	-0.00019654	9.165e-06
0.535	0.00010081	-0.00018432	0.00022607
0.54	0.00013646	-0.0001609	0.00038086
0.545	0.00016497	-0.00013951	0.00042159
0.55	0.00018228	-0.00012831	0.00032077
0.555	0.00018534	-0.00013035	9.5723e-05
0.56	0.00017515	-0.00014358	-0.00019857
0.565	0.0001558	-0.00015784	-0.00048676
0.57	0.0001334	-0.00016802	-0.0006945
0.575	0.00011202	-0.00016802	-0.00077902
0.58	9.4705e-05	-0.0001609	-0.00073523
0.585	8.4521e-05	-0.00015377	-0.00060285
0.59	7.943e-05	-0.00015682	-0.00043788
0.595	8.1466e-05	-0.00017515	-0.00029735
0.6	8.8595e-05	-0.00021181	-0.00021181
0.605	9.8778e-05	-0.00025866	-0.00018126
0.61	0.00010896	-0.00030346	-0.0001833
0.615	0.00011609	-0.00033299	-0.00018432
0.62	0.00011405	-0.00033503	-0.00016293
0.625	0.00010285	-0.00030855	-0.00011813
0.63	8.6558e-05	-0.00025662	-7.0265e-05
0.635	7.2301e-05	-0.00019348	-5.0916e-05
0.64	6.9246e-05	-0.0001334	-8.2485e-05
0.645	8.3503e-05	-9.165e-05	-0.00016802
0.65	0.00011202	-7.332e-05	-0.00028208
0.655	0.00014053	-7.7393e-05	-0.00037984
0.66	0.00015071	-9.3686e-05	-0.00041446
0.665	0.00012424	-0.00010896	-0.00035438
0.67	4.9898e-05	-0.00010794	-0.00019246
0.675	-6.6191e-05	-8.3503e-05	5.0916e-05
0.68	-0.00020265	-3.1568e-05	0.00032994
0.685	-0.0003279	4.1752e-05	0.00059572
0.69	-0.00041141	0.00012627	0.00080244
0.695	-0.00043585	0.00020774	0.00092261
0.7	-0.00040326	0.00027189	0.00094196
0.705	-0.00033299	0.00030957	0.00086456
0.71	-0.00025458	0.00031263	0.00070265
0.715	-0.00019654	0.0002831	0.00047556
0.72	-0.0001721	0.00022709	0.00020978
0.725	-0.00017821	0.00015784	-6.0081e-05
0.73	-0.00019145	9.2668e-05	-0.00029633
0.735	-0.00018839	5.0916e-05	-0.00045927
0.74	-0.00014969	4.4807e-05	-0.00052342
0.745	-7.2301e-05	7.8411e-05	-0.00047963
0.75	2.6477e-05	0.00014155	-0.00035031
0.755	0.00011813	0.00021792	-0.00018024
0.76	0.00017515	0.00028106	-2.7495e-05
0.765	0.0001833	0.00030855	5.7026e-05
0.77	0.00014664	0.00028513	4.6843e-05
0.775	8.8595e-05	0.00021385	-5.0916e-05
0.78	4.0733e-05	0.00010998	-0.00019552
0.785	3.4623e-05	0	-0.0003279
0.79	8.1466e-05	-9.0631e-05	-0.00039308
0.795	0.00017617	-0.00014664	-0.00035845
0.8	0.00029124	-0.00016599	-0.00022912
0.805	0.00039206	-0.00016293	-3.5642e-05
0.81	0.00044807	-0.0001609	0.00016802
0.815	0.00043992	-0.00018126	0.00033096
0.82	0.00036864	-0.00023422	0.00041955
0.825	0.00025255	-0.00031263	0.00042566
0.83	0.00012016	-0.00039613	0.00036049
0.835	-1.0183e-06	-0.00045418	0.00025458
0.84	-8.7576e-05	-0.00046232	0.00013442
0.845	-0.00012831	-0.00040937	2.5458e-05
0.85	-0.0001222	-0.00030244	-5.8045e-05
0.855	-7.943e-05	-0.0001609	-0.00010183
0.86	-1.1202e-05	-1.7312e-05	-0.00010285
0.865	6.5173e-05	9.9796e-05	-5.3971e-05
0.87	0.00013238	0.00017108	3.8697e-05
0.875	0.00017617	0.00019043	0.00016191
0.88	0.00018126	0.00016497	0.00028819
0.885	0.00014053	0.00010896	0.00038086
0.89	5.2953e-05	3.7678e-05	0.00040733
0.895	-7.2301e-05	-3.4623e-05	0.00035031
0.9	-0.00021792	-9.8778e-05	0.00022098
0.905	-0.00035845	-0.00014664	5.7026e-05
0.91	-0.00047047	-0.00017312	-8.6558e-05
0.915	-0.00053564	-0.00017515	-0.00015886
0.92	-0.00054888	-0.00014868	-0.00013035
0.925	-0.00051527	-9.5723e-05	-6.11e-06
0.93	-0.00045418	-2.1385e-05	0.00017719
0.935	-0.00038493	6.5173e-05	0.00036253
0.94	-0.00032485	0.00014969	0.0005
0.945	-0.00027902	0.00021894	0.0005611
0.95	-0.00024542	0.00026375	0.00054786
0.955	-0.00021181	0.00028208	0.00048676
0.96	-0.00016599	0.000278	0.00041344
0.965	-9.9796e-05	0.00026171	0.00034521
0.97	-1.9348e-05	0.00024236	0.00027902
0.975	6.5173e-05	0.00022811	0.00018941
0.98	0.00013238	0.00022403	4.0733e-05
0.985	0.00016802	0.00023014	-0.0001833
0.99	0.00016599	0.00024134	-0.00046843
0.995	0.0001334	0.00025356	-0.00076273
1	8.7576e-05	0.00026069	-0.00099084
1.005	5.1935e-05	0.00026069	-0.0010794
1.01	4.7862e-05	0.00025458	-0.00098574
1.015	8.2485e-05	0.00024338	-0.00071487
1.02	0.00015071	0.00023422	-0.00031976
1.025	0.00023422	0.00023116	0.00011202
1.03	0.00030957	0.00023625	0.00049287
1.035	0.00035336	0.00024644	0.00075662
1.04	0.00035438	0.00025051	0.00088391
1.045	0.0003167	0.00023422	0.00089409
1.05	0.00025356	0.00018228	0.0008391
1.055	0.00018635	8.4521e-05	0.00077597
1.06	0.00013442	-5.6008e-05	0.00074236
1.065	0.00010692	-0.00022403	0.00075153
1.07	0.00010285	-0.00039104	0.00078615
1.075	0.00010896	-0.00052138	0.00081263
1.08	0.00010998	-0.00058656	0.00079939
1.085	9.3686e-05	-0.0005723	0.00072709
1.09	5.9063e-05	-0.00048574	0.00059674
1.095	1.4257e-05	-0.00035336	0.0004277
1.1	-2.2403e-05	-0.00021079	0.0002444
1.105	-2.9532e-05	-9.0631e-05	6.8228e-05
1.11	6.11e-06	-1.7312e-05	-9.0631e-05
1.115	8.9613e-05	9.165e-06	-0.00023014
1.12	0.00020978	-1.0183e-06	-0.00035845
1.125	0.00034318	-2.444e-05	-0.00047862
1.13	0.00046436	-4.3788e-05	-0.00058859
1.135	0.00054481	-5.1935e-05	-0.00067821
1.14	0.00056925	-5.1935e-05	-0.00073422
1.145	0.00052953	-5.6008e-05	-0.00074745
1.15	0.00043177	-7.4338e-05	-0.00071996
1.155	0.00028819	-0.00010896	-0.00066802
1.16	0.00011914	-0.00014868	-0.00061609
1.165	-5.2953e-05	-0.00017312	-0.00059063
1.17	-0.00020876	-0.00016599	-0.00060591
1.175	-0.00032892	-0.00011609	-0.00065988
1.18	-0.00039919	-2.9532e-05	-0.00072912
1.185	-0.00041141	7.332e-05	-0.00077393
1.19	-0.00036354	0.00016802	-0.00075255
1.195	-0.00026578	0.00023218	-0.00063238
1.2	-0.00013544	0.00025764	-0.00040428
1.205	3.055e-06	0.00025051	-8.8595e-05
1.21	0.00012118	0.00023116	0.00027189
1.215	0.00019654	0.00021894	0.00062118
1.22	0.00021079	0.00022505	0.00090224
1.225	0.00016191	0.00024847	0.0010743
1.23	5.9063e-05	0.00027495	0.0011222
1.235	-7.5356e-05	0.00028615	0.0010519
1.24	-0.00021487	0.00026578	0.00089206
1.245	-0.00032892	0.00021181	0.00067719
1.25	-0.00039511	0.00013646	0.00044196
1.255	-0.00040122	6.2118e-05	0.00021283
1.26	-0.00034827	1.0183e-05	4.0733e-06
1.265	-0.00024745	-2.0367e-06	-0.00017821
1.27	-0.0001222	2.5458e-05	-0.00033401
1.275	2.0367e-06	8.2485e-05	-0.00046334
1.28	0.00010081	0.00015071	-0.00056415
1.285	0.00015988	0.00021079	-0.00062933
1.29	0.00017617	0.00025255	-0.00065275
1.295	0.00015784	0.00027393	-0.00062831
1.3	0.00012118	0.00027902	-0.00055397
1.305	8.6558e-05	0.00027291	-0.00043483
1.31	7.0265e-05	0.00025866	-0.00028513
1.315	7.6375e-05	0.0002332	-0.00012831
1.32	0.00010081	0.00018941	1.1202e-05
1.325	0.00013136	0.00012322	0.00010692
1.33	0.00015275	3.8697e-05	0.00014053
1.335	0.00015479	-5.499e-05	0.00010387
1.34	0.00013544	-0.00013849	5.0916e-06
1.345	0.00010591	-0.00019552	-0.00013747
1.35	7.8411e-05	-0.00021283	-0.00029633
1.355	6.721e-05	-0.00019145	-0.00044705
1.36	7.943e-05	-0.0001446	-0.00057841
1.365	0.00011202	-8.9613e-05	-0.00069043
1.37	0.00015071	-4.888e-05	-0.00079532
1.375	0.00018228	-3.5642e-05	-0.00090937
1.38	0.00019654	-5.0916e-05	-0.0010377
1.385	0.00018941	-8.7576e-05	-0.001168
1.39	0.00017108	-0.00012933	-0.0012658
1.395	0.00015275	-0.00016293	-0.0012902
1.4	0.00014562	-0.00017923	-0.0012047
1.405	0.00015377	-0.00017617	-0.00099593
1.41	0.00016904	-0.00016293	-0.00068839
1.415	0.00017821	-0.00014664	-0.00034114
1.42	0.00016497	-0.00013646	-3.1568e-05
1.425	0.00012322	-0.00013646	0.00017006
1.43	5.499e-05	-0.0001446	0.00022607
1.435	-2.444e-05	-0.00015682	0.00014868
1.44	-9.5723e-05	-0.00016904	-2.0367e-06
1.445	-0.00014155	-0.00017617	-0.00014053
1.45	-0.00015377	-0.00017617	-0.00018228
1.455	-0.00013442	-0.00016599	-8.1466e-05
1.46	-9.8778e-05	-0.00014155	0.00015682
1.465	-6.5173e-05	-9.8778e-05	0.00047454
1.47	-4.888e-05	-3.4623e-05	0.00078717
1.475	-6.11e-05	4.7862e-05	0.0010112
1.48	-0.00010489	0.00013849	0.0010998
1.485	-0.00017312	0.000222	0.001053
1.49	-0.00025662	0.00028208	0.00091955
1.495	-0.00034318	0.00030652	0.00077088
1.5	-0.00041853	0.00029328	0.0006721
1.505	-0.00047047	0.0002556	0.00065479
1.51	-0.00048676	0.00021589	0.00070774
1.515	-0.00045927	0.00019552	0.0007831
1.52	-0.000389	0.0002057	0.00081976
1.525	-0.00028717	0.00024236	0.00077291
1.53	-0.00017312	0.0002831	0.00063238
1.535	-7.2301e-05	0.00029633	0.00042363
1.54	-9.165e-06	0.00025662	0.00020163
1.545	4.0733e-06	0.00015886	1.7312e-05
1.55	-2.9532e-05	2.1385e-05	-9.776e-05
1.555	-9.0631e-05	-0.00011813	-0.00014969
1.56	-0.00015071	-0.00021589	-0.00018024
1.565	-0.00017821	-0.00023931	-0.00024542
1.57	-0.00015479	-0.00018635	-0.00039104
1.575	-7.5356e-05	-8.7576e-05	-0.00063544
1.58	4.7862e-05	7.1283e-06	-0.0009501
1.585	0.0001945	4.3788e-05	-0.0012739
